run.2,sub,N,N-1,N-2,N-3,N+1,N+2,N+3
N-2,19,0.03177072764074119,0.007240951896828366,NA,0.035216674688613676,-0.005244539339269145,0.002598113952483453,0.021757183143958837
N-2,20,-0.04222880127355446,0.05793359545057089,NA,8.543508541172352e-4,0.00684867285611136,0.002310813587226591,-0.05605445790992695
N-2,21,0.0034984920025162175,0.012344184443698149,NA,0.025389601967388105,-0.015048857439227365,-0.00590135527188464,-0.01793037364170596
N-2,22,-0.0220631705134198,0.015230178211788743,NA,-0.0076564427313571435,0.006131473054883651,0.0072837956051876145,-0.043491840878568194
N-2,23,0.0024490995247874047,0.003669283356665759,NA,0.0013681312921736538,-0.013900227483565394,0.026178806639808434,0.0012326261670788745
N-2,24,0.00862482470850169,0.028224230424398884,NA,-0.0035222131953706213,5.486847236152084e-4,-0.0016617634273965376,0.0032913741044279035
N-2,25,-0.007874330038101597,0.0027378104896950304,NA,0.056843638281858844,-0.004664470455605823,-0.024917111214292707,-0.027270336822283574
N-2,26,-0.008768509568910324,-0.003634843581554716,NA,-0.030180368502048575,-0.00914994101497009,-0.00591052850110235,0.031148230418046968
N-2,27,-0.028301968525952934,0.03308757451716362,NA,0.04301101647846055,-0.02347587707993906,-0.011778408916992878,0.02833244019322812
N-2,28,-0.02636482280202472,-0.003967916102298838,NA,-4.010259357272057e-4,-0.0018986281573160912,-0.06037860052037261,-0.010481274998555523
N-2,29,0.022949192351711393,9.291285662643754e-4,NA,-0.024254214830628968,-0.011054127412151987,-0.03826566686496908,-0.04813708785757985
N-2,31,-0.027160007973578953,0.0016139481078708228,NA,-0.012945292872660339,-0.007296861925025268,0.017922860083021495,-0.05895836882932073
N-2,32,0.004535772299859555,0.018523285315119015,NA,0.042534096780724485,0.00144392544511656,0.0033498374032510134,-0.04029486844855877
N-2,33,0.008110187012247182,0.011850143299615583,NA,-0.04602428337997263,0.011915399815066731,-0.050019470570142645,-0.02286542990699824
N-2,35,-0.029917957435315584,-0.01986299109523277,NA,-0.0549068310180278,0.05195290624043844,0.04380759018991467,0.003151244184831887
N-2,36,0.02564719877126354,0.030272683852736394,NA,0.04868757937182086,0.01104281440309407,0.0017468659569003639,-0.0766733734261176
N-3,1,0.004309657471595578,0.013309458416062753,0.0029682742434495395,NA,-0.04683708639403583,0.04109125562874817,NA
N-3,2,-0.052598493152731664,-1.765541435381577e-4,0.017494884050092124,NA,0.014931911838419994,-0.04723266713824847,NA
N-3,3,-0.011430186926804349,0.052418868768287455,-0.017931564802761132,NA,-0.022075091114383445,-6.492655289489391e-4,NA
N-3,4,0.009758689039046874,-0.016455749514922586,0.01826990153326276,NA,0.013167314625973543,0.019429739614894838,NA
N-3,5,-0.023111058101993837,0.020253317458396956,0.0028284916084487014,NA,-0.021556575055963745,0.028114173592323453,NA
N-3,6,-0.020446775702988047,0.02442558850392839,-0.011757354268306755,NA,-0.0013028638451978592,0.05234500687135067,NA
N-3,7,0.05819206997838833,0.03740100430316362,0.0340225587900577,NA,-0.035195875329943935,-0.015771409275932565,NA
N-3,9,0.012944186320456158,0.021784917344892147,0.03380465590371611,NA,-0.024633857409962608,0.050538910007383954,NA
N-3,10,-0.00488656467082733,0.032143432074566686,-0.001597824874688929,NA,-0.020129648311157246,-0.031009802761486183,NA
N-3,11,0.032446307478607474,0.011457671900932914,-0.004604205442488768,NA,-0.022875684965782874,0.00645927081947385,NA
N-3,12,1.4871947767961465e-4,-0.028121631098140837,-0.004979248342213463,NA,-0.002707281752194716,0.03372408035785179,NA
N-3,13,0.017917034945114756,-0.015665964964791543,-0.02430261359863663,NA,0.01822682737388368,0.0390824394874142,NA
N-3,14,0.03198416784013261,0.010357988063441476,-9.043567357207528e-4,NA,-0.023380188329133453,0.004120223601302502,NA
N-3,17,0.02225289091961342,-0.025076086774236655,0.013593402366737098,NA,-0.01028985861130426,0.013670058496261212,NA
N-3,18,0.0014134099419734446,-0.011298505595849356,0.04625796154294506,NA,0.06805114721076229,-0.04318080849266115,NA
N-3,19,-0.021250098419489362,4.982880481995604e-4,0.035216674688613676,NA,0.0013599621930902594,0.017343954369382866,NA
N-3,20,-0.02625952085663948,0.015604657748120544,8.543508541172352e-4,NA,0.013763215633430121,0.025104138105019155,NA
N-3,21,0.028295459362694685,-0.02393791685083844,0.025389601967388105,NA,-0.020779643745021316,0.004170716141969899,NA
N-3,22,-0.013658589707830574,-0.020581530769034764,-0.0076564427313571435,NA,-0.01585453722560068,0.010597292748095318,NA
N-3,23,0.01321723054897386,-0.05190970130548547,0.0013681312921736538,NA,0.059001824021049934,-0.03645749621443002,NA
N-3,24,0.03176090598793855,-0.007040129878164951,-0.0035222131953706213,NA,0.0063376214015692526,5.436626807944211e-4,NA
N-3,25,-0.012819086954577277,-0.015629817639925287,0.056843638281858844,NA,-0.0014293147659252146,-0.06633858210569603,NA
N-3,26,-0.04067602541874988,0.05027552742443584,-0.030180368502048575,NA,0.0026382940312157806,-0.039006115677711915,NA
N-3,27,-0.026696900737923163,0.0057926422025921355,0.04301101647846055,NA,-7.972237629002473e-4,-0.0975629489630489,NA
N-3,28,0.0021524897826920345,-0.05004042094393566,-4.010259357272057e-4,NA,0.0162200862157944,-0.020251565863717798,NA
N-3,29,-0.013052468966987812,0.016128799042370755,-0.024254214830628968,NA,0.032436296785055774,0.007555809184029468,NA
N-3,31,-0.007148676082071037,0.05041731022894909,-0.012945292872660339,NA,0.02442216820926211,0.04787343428479575,NA
N-3,32,0.013931560714243901,-0.041481416160178565,0.042534096780724485,NA,-0.012581037544082583,0.019808288355393854,NA
N-3,33,-0.05438657027408366,0.028336048845913363,-0.04602428337997263,NA,0.015938870166314765,0.0036205373440351928,NA
N-3,35,-0.05188544332970476,-0.013859889652612005,-0.0549068310180278,NA,-0.052334322877016136,0.11059676580416923,NA
N-3,36,0.009186550613138835,0.010666636621506844,0.04868757937182086,NA,-0.013223737332585642,-0.014921843176941608,NA
N+1,1,0.0194683307998061,-0.023349654058712536,0.010230910992230714,-0.04683708639403583,NA,-0.002425393570332105,-0.026962493477057373
N+1,2,-0.02223053985510799,0.027113954678833197,0.01579467596512632,0.014931911838419994,NA,0.021930994789979074,0.018727016321083607
N+1,3,-0.004861731899183364,-0.013478723469044041,-0.0130741072273633,-0.022075091114383445,NA,-0.01316312296264787,0.015825927394091815
N+1,4,0.019759369663642005,0.03441665816669555,-0.0333273069922135,0.013167314625973543,NA,0.03173473915124529,0.004463725407364768
N+1,5,-0.01966895116220558,-0.023286912993599616,0.010644766477340993,-0.021556575055963745,NA,-6.517105339394701e-4,0.04106727371873591
N+1,6,-0.004797759874438119,-0.03983081000193956,3.3391628363781177e-4,-0.0013028638451978592,NA,0.005828241855405335,-0.007088373485070165
N+1,7,-0.019424588589473525,-0.005165646981863606,-0.011537746173819762,-0.035195875329943935,NA,-0.0388543505316584,0.007531358294666141
N+1,9,0.002530271071643595,-0.010622157908235747,-0.01387824853642511,-0.024633857409962608,NA,-0.010076867494880112,0.050324452022561444
N+1,10,0.0035340560595268316,-0.0017593639070945892,-0.0021204954392627716,-0.020129648311157246,NA,-0.06087574430348136,-0.006622473028533658
N+1,11,-0.02887806898527776,0.01752669473592098,-0.06817762233474231,-0.022875684965782874,NA,-0.01915818259434818,0.03636966754239227
N+1,12,0.024176556685178898,-0.010358096257287166,0.003394831139138382,-0.002707281752194716,NA,-0.007754135405813507,-0.02326280278628228
N+1,13,0.020695578130001637,-0.023234138483562917,-0.022311047310732475,0.01822682737388368,NA,-0.00153637251276584,0.09465088601209216
N+1,14,-0.024834567086808704,-0.00928558493895409,0.00542096035403992,-0.023380188329133453,NA,0.016927786388881243,-0.02256278815997511
N+1,17,-0.024555699802983787,-0.00705068128992793,-0.0031883750790209454,-0.01028985861130426,NA,-0.02643383053382855,-0.09172134749133487
N+1,18,0.02488569519408405,-0.02017860201906767,0.039508440190399764,0.06805114721076229,NA,0.005644499326641611,-0.04245562439433982
N+1,19,0.008939468294334127,0.0283932649925271,-0.005244539339269145,0.0013599621930902594,NA,-0.01782660095571339,-0.003663942569146362
N+1,20,-0.010850093438369223,-0.015803826860583018,0.00684867285611136,0.013763215633430121,NA,0.00453606126891106,2.2538806305032622e-5
N+1,21,0.022115673197730026,-0.02314474103803533,-0.015048857439227365,-0.020779643745021316,NA,0.013298108743971554,0.010151847763488526
N+1,22,0.007351095774532768,-0.06808419226046132,0.006131473054883651,-0.01585453722560068,NA,-0.031446817765700505,0.04985506486166541
N+1,23,0.0029845290720398403,0.013602708157225097,-0.013900227483565394,0.059001824021049934,NA,-0.038058610909981555,0.012228002219432084
N+1,24,0.026249901004015416,-0.030995763605717038,5.486847236152084e-4,0.0063376214015692526,NA,-0.02384350339401365,0.010560829072776327
N+1,25,0.01028375206512132,-0.015744699186340767,-0.004664470455605823,-0.0014293147659252146,NA,0.012833323577235075,-0.010764440750866043
N+1,26,-1.3869922557705318e-4,0.00514954342206426,-0.00914994101497009,0.0026382940312157806,NA,-0.003244108245759398,0.004341087910847694
N+1,27,-0.004933748963455476,0.006237380718087278,-0.02347587707993906,-7.972237629002473e-4,NA,-0.021671213437644964,-0.019021455195448074
N+1,28,0.016647347824946895,0.017693858500734787,-0.0018986281573160912,0.0162200862157944,NA,-0.012562400737806678,0.0057795191109031654
N+1,29,0.011453036206118388,0.0015860053628475224,-0.011054127412151987,0.032436296785055774,NA,0.00924742115083759,0.0343992199375413
N+1,31,0.007412904992149693,0.03962150651567734,-0.007296861925025268,0.02442216820926211,NA,0.027063990661795975,-0.03590072738091599
N+1,32,0.002503887347105163,0.01956379280761561,0.00144392544511656,-0.012581037544082583,NA,-0.004580380990316714,-0.022699877551572344
N+1,33,-0.01525353883668044,0.00730572737581765,0.011915399815066731,0.015938870166314765,NA,0.008307689500706733,0.02535237203496086
N+1,35,-0.01221687665976665,0.025343630017289915,0.05195290624043844,-0.052334322877016136,NA,-0.015709394454641607,-0.027108169990225247
N+1,36,-0.020239178960953598,-0.008222485919170254,0.01104281440309407,-0.013223737332585642,NA,0.0365005113567026,-0.025841874757468446
N+2,1,0.0011109651626130827,0.014240801976935422,-0.049425111888481026,0.04109125562874817,-0.002425393570332105,NA,-0.004502035735782326
N+2,2,-0.014027805675210598,0.04080695224040942,0.0052872070768015395,-0.04723266713824847,0.021930994789979074,NA,-0.016653169255341636
N+2,3,0.011856017304032424,-0.010282101343420832,-0.025080847899258598,-6.492655289489391e-4,-0.01316312296264787,NA,-0.009953815915412759
N+2,4,0.01699496703737821,0.020825121210907863,-0.03322600652647132,0.019429739614894838,0.03173473915124529,NA,0.0034905164771696965
N+2,5,-0.019092166037543143,0.023162529132457844,0.01107004407865632,0.028114173592323453,-6.517105339394701e-4,NA,0.01184759729849391
N+2,6,0.007306177441541053,0.0022631632175793624,0.008832868468158568,0.05234500687135067,0.005828241855405335,NA,0.001078355148932905
N+2,7,0.01811442836201877,0.018453834384598133,0.038379466714596924,-0.015771409275932565,-0.0388543505316584,NA,0.02680615453526277
N+2,9,-0.019376434424802254,0.010386410648530893,4.415812233332158e-4,0.050538910007383954,-0.010076867494880112,NA,0.03725876071241642
N+2,10,0.03812922047476544,-0.014770870076750209,-0.05118374886316823,-0.031009802761486183,-0.06087574430348136,NA,0.01566881272817798
N+2,11,-0.05040683958908674,0.10521474607763412,0.019156758145160536,0.00645927081947385,-0.01915818259434818,NA,0.03454048915911122
N+2,12,-0.006132551087800361,-0.038107810403915095,0.005943198353118634,0.03372408035785179,-0.007754135405813507,NA,0.015663853402857794
N+2,13,0.019723758865305092,-0.03441002437379083,-0.04756266139430571,0.0390824394874142,-0.00153637251276584,NA,0.052080803688037
N+2,14,0.010677619212289172,0.0024415649211158327,0.006311679026521761,0.004120223601302502,0.016927786388881243,NA,0.019448435280903918
N+2,17,0.026966775011310597,-0.0018273329675296025,-0.01379003700191254,0.013670058496261212,-0.02643383053382855,NA,-0.052734780197948444
N+2,18,-0.02253235044245641,0.04020160480650144,0.014689808047358593,-0.04318080849266115,0.005644499326641611,NA,-0.005874296242775055
N+2,19,0.028775129393812434,-0.003958498024682761,0.002598113952483453,0.017343954369382866,-0.01782660095571339,NA,-0.007579864440706144
N+2,20,0.006344219597355932,-0.03644148959010143,0.002310813587226591,0.025104138105019155,0.00453606126891106,NA,0.045558148650351946
N+2,21,-0.0113421335749187,0.029161544220392875,-0.00590135527188464,0.004170716141969899,0.013298108743971554,NA,0.010942134985125349
N+2,22,0.009734996155135107,-0.002644699702348959,0.0072837956051876145,0.010597292748095318,-0.031446817765700505,NA,0.021051443033400258
N+2,23,-2.499546830467208e-4,0.015524164548443973,0.026178806639808434,-0.03645749621443002,-0.038058610909981555,NA,0.034758577258102115
N+2,24,-0.020646250437801966,0.0021686021421255864,-0.0016617634273965376,5.436626807944211e-4,-0.02384350339401365,NA,0.048827408981962875
N+2,25,-3.405824987868365e-4,0.007074772381528274,-0.024917111214292707,-0.06633858210569603,0.012833323577235075,NA,0.01888671758307951
N+2,26,-0.011570833478587686,-0.0025625160217766845,-0.00591052850110235,-0.039006115677711915,-0.003244108245759398,NA,-0.019968760527177085
N+2,27,-0.027670913970856848,0.003930744655103873,-0.011778408916992878,-0.0975629489630489,-0.021671213437644964,NA,-0.034632109889744696
N+2,28,0.013196703960436477,-0.059189924185737264,-0.06037860052037261,-0.020251565863717798,-0.012562400737806678,NA,-0.005812801119288094
N+2,29,0.02353893002936492,-0.030050821934530052,-0.03826566686496908,0.007555809184029468,0.00924742115083759,NA,-0.027680427588593983
N+2,31,-0.018351114408692006,0.0021181428647940505,0.017922860083021495,0.04787343428479575,0.027063990661795975,NA,0.011988038629978727
N+2,32,0.02899899560518238,0.0046007257324003955,0.0033498374032510134,0.019808288355393854,-0.004580380990316714,NA,-0.03563975260348219
N+2,33,0.03358633864844951,0.018757157441910765,-0.050019470570142645,0.0036205373440351928,0.008307689500706733,NA,-0.003447577841847491
N+2,35,-0.007081687541388177,-0.02228237854863236,0.04380759018991467,0.11059676580416923,-0.015709394454641607,NA,0.02396647123151658
N+2,36,-0.005498755144864525,-0.01617495287915063,0.0017468659569003639,-0.014921843176941608,0.0365005113567026,NA,-0.0064624975005934575
N+3,1,-0.006854577063605456,-0.007157223240989965,-0.03673478441958499,NA,-0.026962493477057373,-0.004502035735782326,NA
N+3,2,0.024987506020547536,0.0070854533597437385,-0.023903526920926822,NA,0.018727016321083607,-0.016653169255341636,NA
N+3,3,-0.0037335334181625396,-0.012345414403496976,0.0021008831423317944,NA,0.015825927394091815,-0.009953815915412759,NA
N+3,4,-0.014130868418878563,0.029684658570171423,NA,NA,0.004463725407364768,0.0034905164771696965,NA
N+3,5,0.006652344834812037,0.03333639807406812,0.007173544240957226,NA,0.04106727371873591,0.01184759729849391,NA
N+3,6,-0.012985284413492343,-0.030736494936042698,-0.0107979739271708,NA,-0.007088373485070165,0.001078355148932905,NA
N+3,7,0.008669162590344079,0.0125615723461176,-0.013759966953796622,NA,0.007531358294666141,0.02680615453526277,NA
N+3,9,-0.037803448669129824,-0.03689673495278228,0.027279745943106535,NA,0.050324452022561444,0.03725876071241642,NA
N+3,10,0.011942098503308445,-0.04393429798980918,-0.12051973230566956,NA,-0.006622473028533658,0.01566881272817798,NA
N+3,11,0.025839430742789587,-0.009645422338471791,3.102826608655414e-4,NA,0.03636966754239227,0.03454048915911122,NA
N+3,12,0.02019424013557139,0.00859222727994871,0.04011933876688865,NA,-0.02326280278628228,0.015663853402857794,NA
N+3,13,0.06984150589647314,-0.07962196198038418,0.05340314613011152,NA,0.09465088601209216,0.052080803688037,NA
N+3,14,-0.026318332180445096,-0.002160568333939948,-0.043709102524255444,NA,-0.02256278815997511,0.019448435280903918,NA
N+3,17,-8.271157024141949e-4,-0.00976442762082802,0.04668344148901542,NA,-0.09172134749133487,-0.052734780197948444,NA
N+3,18,1.8965902156221358e-4,-0.0015891790242220406,-0.04362492807724165,NA,-0.04245562439433982,-0.005874296242775055,NA
N+3,19,0.026081891676082058,-0.0335896237987547,0.021757183143958837,NA,-0.003663942569146362,-0.007579864440706144,NA
N+3,20,-0.02758342575892779,-0.04993152386744754,-0.05605445790992695,NA,2.2538806305032622e-5,0.045558148650351946,NA
N+3,21,0.0466445227040956,-0.03161948937475834,-0.01793037364170596,NA,0.010151847763488526,0.010942134985125349,NA
N+3,22,0.06121866155882105,0.05594126655192368,-0.043491840878568194,NA,0.04985506486166541,0.021051443033400258,NA
N+3,23,-0.02087643025990184,0.0025254974127006196,0.0012326261670788745,NA,0.012228002219432084,0.034758577258102115,NA
N+3,24,0.008146935476050679,0.06653613698147229,0.0032913741044279035,NA,0.010560829072776327,0.048827408981962875,NA
N+3,25,0.01481767117637307,-0.02136247989349855,-0.027270336822283574,NA,-0.010764440750866043,0.01888671758307951,NA
N+3,26,-0.006956003714999741,0.003239633203710094,0.031148230418046968,NA,0.004341087910847694,-0.019968760527177085,NA
N+3,27,0.0157948555447849,0.008672465607597886,0.02833244019322812,NA,-0.019021455195448074,-0.034632109889744696,NA
N+3,28,-0.009646941934033655,-0.017786236162542952,-0.010481274998555523,NA,0.0057795191109031654,-0.005812801119288094,NA
N+3,29,-0.0030990645786196057,-0.07870693632189167,-0.04813708785757985,NA,0.0343992199375413,-0.027680427588593983,NA
N+3,31,0.0020246230383930987,0.02153325166878191,-0.05895836882932073,NA,-0.03590072738091599,0.011988038629978727,NA
N+3,32,0.0018272818662477457,-0.005102368410877604,-0.04029486844855877,NA,-0.022699877551572344,-0.03563975260348219,NA
N+3,33,4.2588572739502917e-4,0.008421311629225355,-0.02286542990699824,NA,0.02535237203496086,-0.003447577841847491,NA
N+3,35,-0.0051917116866804286,0.009033497141173305,0.003151244184831887,NA,-0.027108169990225247,0.02396647123151658,NA
N+3,36,-0.016211932586734056,0.08926858199870297,-0.0766733734261176,NA,-0.025841874757468446,-0.0064624975005934575,NA
N,1,NA,-0.0131493976131145,-0.004469317894493302,0.004309657471595578,0.0194683307998061,0.0011109651626130827,-0.006854577063605456
N,2,NA,-0.020447281963586594,0.011473383645323318,-0.052598493152731664,-0.02223053985510799,-0.014027805675210598,0.024987506020547536
N,3,NA,-0.012966439762651653,-0.01622182602349428,-0.011430186926804349,-0.004861731899183364,0.011856017304032424,-0.0037335334181625396
N,4,NA,0.016719832778548962,-0.01841388326946535,0.009758689039046874,0.019759369663642005,0.01699496703737821,-0.014130868418878563
N,5,NA,-0.027675513560544738,-0.031600162750194255,-0.023111058101993837,-0.01966895116220558,-0.019092166037543143,0.006652344834812037
N,6,NA,-0.02645128920238068,-0.021224122386837928,-0.020446775702988047,-0.004797759874438119,0.007306177441541053,-0.012985284413492343
N,7,NA,-0.01766920874598636,0.012049068545496195,0.05819206997838833,-0.019424588589473525,0.01811442836201877,0.008669162590344079
N,9,NA,-0.017573400726834356,-0.026821257166691623,0.012944186320456158,0.002530271071643595,-0.019376434424802254,-0.037803448669129824
N,10,NA,0.0032444636652631063,0.002396969536863222,-0.00488656467082733,0.0035340560595268316,0.03812922047476544,0.011942098503308445
N,11,NA,-0.05152519265971287,0.014815484826598077,0.032446307478607474,-0.02887806898527776,-0.05040683958908674,0.025839430742789587
N,12,NA,-0.02377031982848354,0.025689486011760507,1.4871947767961465e-4,0.024176556685178898,-0.006132551087800361,0.02019424013557139
N,13,NA,-0.006685179211331147,0.011210250183847083,0.017917034945114756,0.020695578130001637,0.019723758865305092,0.06984150589647314
N,14,NA,0.004899955234846992,-0.02354833410719242,0.03198416784013261,-0.024834567086808704,0.010677619212289172,-0.026318332180445096
N,17,NA,0.014434493443727247,0.006726483599923191,0.02225289091961342,-0.024555699802983787,0.026966775011310597,-8.271157024141949e-4
N,18,NA,0.04144385416107827,-0.07796134024709767,0.0014134099419734446,0.02488569519408405,-0.02253235044245641,1.8965902156221358e-4
N,19,NA,0.0014474191588530279,0.03177072764074119,-0.021250098419489362,0.008939468294334127,0.028775129393812434,0.026081891676082058
N,20,NA,-0.03676809184359876,-0.04222880127355446,-0.02625952085663948,-0.010850093438369223,0.006344219597355932,-0.02758342575892779
N,21,NA,0.004950296894193115,0.0034984920025162175,0.028295459362694685,0.022115673197730026,-0.0113421335749187,0.0466445227040956
N,22,NA,-0.008725699602768363,-0.0220631705134198,-0.013658589707830574,0.007351095774532768,0.009734996155135107,0.06121866155882105
N,23,NA,-0.011908854792796379,0.0024490995247874047,0.01321723054897386,0.0029845290720398403,-2.499546830467208e-4,-0.02087643025990184
N,24,NA,0.0047878971396582825,0.00862482470850169,0.03176090598793855,0.026249901004015416,-0.020646250437801966,0.008146935476050679
N,25,NA,-0.027096750676664644,-0.007874330038101597,-0.012819086954577277,0.01028375206512132,-3.405824987868365e-4,0.01481767117637307
N,26,NA,0.012884292705363346,-0.008768509568910324,-0.04067602541874988,-1.3869922557705318e-4,-0.011570833478587686,-0.006956003714999741
N,27,NA,-0.02580229002769279,-0.028301968525952934,-0.026696900737923163,-0.004933748963455476,-0.027670913970856848,0.0157948555447849
N,28,NA,-0.005407049159210649,-0.02636482280202472,0.0021524897826920345,0.016647347824946895,0.013196703960436477,-0.009646941934033655
N,29,NA,0.022456776925953284,0.022949192351711393,-0.013052468966987812,0.011453036206118388,0.02353893002936492,-0.0030990645786196057
N,31,NA,0.006349936967170776,-0.027160007973578953,-0.007148676082071037,0.007412904992149693,-0.018351114408692006,0.0020246230383930987
N,32,NA,-0.04006779935584099,0.004535772299859555,0.013931560714243901,0.002503887347105163,0.02899899560518238,0.0018272818662477457
