sub,roi,1,2,3,4,5
12,CA1,-0.0164566731053145,0.0015086035705261,-0.0108090620598926,-0.0150398052645198,-0.00817987158325045
13,CA1,-0.00137265591470566,0.00438358265649682,-0.00495814051717037,-0.0160034970684861,0.00651777400407579
14,CA1,-5.232915026631e-4,-0.0306614077551461,4.29852842744095e-4,0.00228203522957909,-0.00946320652293012
17,CA1,0.0131410062377467,0.00747818414957127,-0.0206654179702303,-0.00679498408894141,-0.00458969097353567
18,CA1,-0.00597928793363735,-0.0190567851797446,-0.00564184216649,0.0440472780333546,0.0123109706443247
19,CA1,0.0266449805492784,0.0150729338339837,0.0100104713330511,0.010113705328788,-0.0130247773053038
20,CA1,-0.00733404984660538,0.0421507754480288,0.00315787486070772,0.0152416694221076,0.0187564774383048
21,CA1,-0.00919402027430253,0.0115071470917021,-0.00391525671462907,0.0205406188387645,0.0171617043723044
22,CA1,-0.00460854845548168,0.00703162509017427,-0.0145756944223726,-0.00292213444132446,0.00763572709255963
23,CA1,0.0266041308809876,0.00133105758503726,1.28625658747605e-4,0.030360280041077,0.0220657205049357
24,CA1,-0.0137781167306062,0.0134075175891955,0.0110528715188999,0.0279405650888268,-0.00625302806986307
25,CA1,-0.0122859913769642,-0.00107714737116298,0.0106134174098195,0.00560769936478227,-0.0259268463928984
26,CA1,0.0072433275218075,0.0213690993299681,-0.00643315971595999,0.00818914586333675,0.0317030951414134
27,CA1,0.00380327423676957,0.00534687779244267,-0.00957691470619806,0.015201185193466,0.0231797592151951
28,CA1,-0.0192969269389627,3.41725892844994e-4,-0.0036683173230596,0.00191071400490002,-0.0116414401477277
29,CA1,-0.00226677714135816,0.0153646638207412,-0.0169651099379925,-2.55130916625143e-4,0.0241774780905146
31,CA1,0.0163254529608322,-0.00316265320224243,0.00761719531315964,9.23952182394119e-4,0.0249641225072685
32,CA1,0.00871288888255773,0.00112727695959962,0.00643579399201708,0.0189365888960921,0.0250714649469888
33,CA1,0.00580371824219319,-0.00435341645730121,0.00584339302424962,-0.00210403488771578,0.00698253395888694
35,CA1,0.00417504058904171,0.00517183123899983,-0.0127977186965462,0.00520589610524985,-0.00303847724289122
36,CA1,0.00251527787964513,0.00526315615757667,-0.00663586962673698,-0.0121197473411029,-0.0164260844914808
1,PPA,-0.0065170162425138,0.00534977046624198,-0.00793971764528646,0.00177289695820014,-0.00823394003208701
2,PPA,0.0217680606933687,-0.0178492735796733,-0.00305170004288877,0.0123787165954277,-0.00609802082494617
3,PPA,0.0110898465672078,0.00411903244683554,0.00542702323496998,-0.00254210471060598,0.00385586108309763
4,PPA,0.00338768306393199,0.00320450682153348,-0.0039442093914075,-0.00896054704938632,-0.00433475892286841
5,PPA,-0.00701057891805726,0.00344240012255387,-0.020329366857087,-0.0154919497256902,0.00609012421173786
6,PPA,0.0112033178944637,0.0104624483108603,0.00663816467683574,0.020599070144138,-0.0128167205588293
7,PPA,-0.0154439252138005,0.0153406106935585,0.0198814578356357,0.0030618848844415,2.1853281070666e-4
9,PPA,-0.0128648722066188,0.00957261565611197,0.0185455045905733,-0.0103240304332448,-0.00107201188587354
10,PPA,-0.011427386197166,0.00445120957516494,0.00338398363993592,-0.0123480712285849,0.00542092953835636
11,PPA,-0.00533737447685132,-0.0243479038303859,0.0187484058346917,0.0256438102248947,0.00278324581205838
12,PPA,0.00158073520959905,0.0113242143238695,-3.0830890557274e-4,0.00382312812385862,0.00518191969003325
13,PPA,-0.00993049836733156,0.0214888984747323,0.0017324525188894,0.0116958249962923,-0.0081780321318467
14,PPA,0.015206683922724,1.72225641504021e-4,0.00260444490493575,-0.00466193277957418,0.00164937423371525
17,PPA,-0.00334874989787996,0.00419107074812939,-2.5431226833858e-4,8.05061691065406e-5,0.00573839956201818
18,PPA,-0.00203791303561826,-0.00160887394911011,0.0119693313290486,6.17611467869886e-4,2.82843202536602e-4
19,PPA,0.0269507959817657,0.0145323993450899,-0.00200246391525816,0.00174616395589541,-0.00978331726081019
20,PPA,-0.0302409875543439,0.0157105702214238,-0.0117945575717358,-0.0134175349212314,0.0244801439865795
21,PPA,0.0093176825287711,0.00446032403265034,-0.00180459600477234,-0.00247961281145978,-0.0175083919584593
22,PPA,0.00904622336842213,0.0113340303282472,-0.0152591192065192,-0.0104120959414164,0.00732632836508463
23,PPA,0.001856188735485,-0.00818485146918141,-0.0076271368662841,-0.00587152675214358,0.0048569831131114
24,PPA,-0.0140100957602736,0.00389106275884172,-0.0210595636387585,0.0260349983820489,0.0153549790327056
25,PPA,-0.00740431261056647,0.0339538175728348,0.00811588966196368,0.0164324564910991,0.00184711075420652
26,PPA,0.00524223935608613,0.0079814249770806,0.00794855279012981,0.00843197049619778,-0.00175938875363325
27,PPA,-0.00378678292734855,-6.68228866043038e-4,0.0211187611876788,-7.76710918217682e-4,0.0142578858401646
28,PPA,0.0123802120443984,0.00439974944983895,0.0117588184494205,0.0148977678185245,-0.00572232893321986
29,PPA,0.00517051133032826,-0.00286325435648795,0.0141115775284444,9.80361164463895e-4,0.0311973715394031
31,PPA,0.00825821209387775,-0.00823533541430043,0.011980610638801,8.06053682132001e-4,1.84404950662527e-4
32,PPA,0.00225735577174037,0.00861705552146221,0.00473477652457569,-0.0151928519207577,0.0115362443694355
33,PPA,0.00140100627468846,9.44128106017166e-4,0.00550358072492603,0.00959827318218999,0.01681264480318
35,PPA,0.0111249243444767,-0.00286888816449428,-0.00966758617423357,-0.0105341158436198,0.0216181258581423
36,PPA,0.00174560053479558,-0.00775732754958983,0.0168858938773627,-0.00517163610631835,-0.0139726078728168
1,EVC,0.00941572740557373,-7.44472373446069e-4,0.00459941171300288,0.0226728950251596,0.00127549431041574
2,EVC,-0.00789298153518692,0.00210834545149759,-6.99744151003941e-4,0.0291034795425159,-0.00422565117007082
3,EVC,0.0031519297051299,0.0138712501707948,0.0119624664430833,0.00618017904929831,-0.00305632328889882
4,EVC,0.0425522751074344,-0.0112982909865313,-0.0110303114381933,0.0288717377077356,0.0205655909506693
5,EVC,-0.00583045714044103,0.00425352608621683,0.0102477422749762,0.0013464079512735,0.0183404318009387
6,EVC,0.0268642569297358,3.95331044328345e-4,0.0210468467630979,0.0296280791832203,0.00653306190929998
7,EVC,0.0072838858199159,0.0072250542141649,0.00156991494727528,0.00820597386330782,-0.00533084241468637
9,EVC,-0.00940982030249779,0.0301524458095172,0.00704135848478756,-0.00698832753401168,0.00167305844665082
10,EVC,-0.0037931596694949,-0.0254810780923787,-0.021223238655553,-0.0133771004156079,0.0489505852419821
11,EVC,0.0251606756073677,0.00287901664451256,0.00178570677613993,-2.70873254700054e-4,0.0302217242532357
12,EVC,-0.00281800358926927,0.0163381450895449,0.00425529863494038,0.020280607498556,0.0161612405467559
13,EVC,0.025348575974584,-0.0165877488413534,0.00216334522841008,0.00317887402311962,0.00292525904267972
14,EVC,-0.00473198788575132,-0.00695408534517283,0.00380256060747822,0.0275662938916736,-0.00187187934331511
17,EVC,0.00793318638195916,0.0208693933703678,-0.00474491273705462,0.0113028079899074,0.00457674782802276
18,EVC,0.0272258071961654,0.0283455980935602,-0.00345123482153609,0.0125256186192878,0.0143982944221307
19,EVC,0.027739476615599,0.0161361517202127,-0.0112446485564997,0.0342470410842597,0.00464623978645629
20,EVC,-0.00748789021771237,0.00770736687782865,0.00552057244515739,0.0275327012276469,-0.0129220410920744
21,EVC,0.00852052925068629,-0.00255992980432911,-0.00519218528012427,-0.0114118388917203,0.0354155879541993
22,EVC,0.0073381064469582,0.0091134011692849,0.0196299906678604,0.00807949573974949,0.040942796578267
23,EVC,0.00230699055381044,0.0179289147484838,-0.00209207558393193,0.0196984369784121,-5.60526685264675e-4
24,EVC,0.0185805479164951,0.0245159469464417,0.0217750615570825,-0.00802424643384461,0.0232891842058802
25,EVC,-0.00297885895642544,-0.00361240022590976,0.0349971081175105,-0.00453663794634138,0.0106985108501437
26,EVC,0.0162956221685072,-0.00247724510893375,0.0175986221479761,-0.0129646668105002,0.0178216699959997
27,EVC,0.00421223150146341,0.0179625901708875,0.00216361713855135,-0.00413991771083873,-0.00475753494873251
28,EVC,0.0418569628708068,-0.00249114856038768,0.0128606445640959,0.00203347614832844,0.0188174582492717
29,EVC,-0.0289485684132298,0.050407363378269,0.0203770172765064,-0.0204869621227218,0.048755786888445
31,EVC,9.89453075268104e-4,0.0131795140038243,0.00522014042157731,0.00753618629036709,0.0209821025262012
32,EVC,5.46919197993406e-4,-0.00695411242208823,7.72626353394483e-4,-0.0107032723508797,0.00721846826480804
33,EVC,0.00141499023216351,0.00449493180182604,-0.0149854399964182,-0.0099788583261482,0.010398842025577
35,EVC,0.0229275766301423,0.00148284344970596,-0.00187912141681205,0.0149176590465795,0.0298439780052775
36,EVC,0.00803352893968266,0.0194089740521458,0.0297691401769101,0.00655511865765194,-0.0228038606535644
