sub,scene_id,roi,1,2,3,4,5,run
1,14,ca23dg_body_thre_0.5,0.007309634346314729,-0.10885872715071754,0.07988282340042827,-0.031582336886419295,-0.15013655972921675,2
1,15,ca23dg_body_thre_0.5,-0.04406834069705712,-0.04677855680319713,-0.061670062448543436,-0.007716213781553833,-0.08287158787559026,3
1,16,ca23dg_body_thre_0.5,0.06509392755758209,0.20593160521004839,0.05454008041803791,0.005610333371668504,0.1085435032716658,4
1,17,ca23dg_body_thre_0.5,0.10274934305124278,-0.027070819533864275,-0.006464611879699045,0.03513831940303361,0.04157602977279823,2
2,0,ca23dg_body_thre_0.5,-0.19720137668325316,-0.014239176443281924,-0.016501272142588043,-0.05565420854914983,-0.2366845288039873,5
2,1,ca23dg_body_thre_0.5,0.0784614758989171,-0.023330578300376555,-0.0777470482629131,0.018010429226759196,-0.055970200049572254,5
2,2,ca23dg_body_thre_0.5,0.028040347059105575,0.06859085930856115,-0.040836171952772435,0.13740220882590762,0.04578056943939405,3
2,3,ca23dg_body_thre_0.5,0.0026192827060793414,-0.15659586733941444,0.054818730301332975,0.019972862265662694,-0.039863122564904624,4
2,4,ca23dg_body_thre_0.5,0.06434617459506001,0.010294801015896896,-0.08952571563754275,-0.026578369141776637,-0.0808933030414982,3
2,5,ca23dg_body_thre_0.5,0.030652381338062078,0.10331455551672569,0.08272758490267278,-0.0014406313240853813,0.01259035373874947,6
2,6,ca23dg_body_thre_0.5,-0.043741809988718024,0.05826173744719117,-0.05701381837510999,-0.1509332803654695,-0.06317596215536035,5
2,7,ca23dg_body_thre_0.5,0.08923002630416937,0.020022653575588426,-0.05394051234751367,-0.04470286527806672,0.05695579717490864,5
2,8,ca23dg_body_thre_0.5,-0.04275197674322237,0.05532100885735505,-0.12167097008440583,-0.035767909299886616,-0.04982012851187136,4
2,9,ca23dg_body_thre_0.5,-0.0010758712319379818,0.1010573531038036,0.059291977817858194,0.007525025839152551,0.005382697322203221,2
2,10,ca23dg_body_thre_0.5,0.07405288059611626,-0.010118805728776832,0.011262182953298496,-0.09993747627922032,-0.07152285538440922,3
2,11,ca23dg_body_thre_0.5,0.05151766969853763,0.04492728339656616,0.02822836655108326,-0.06943404477592113,-5.265288995648064e-4,5
2,12,ca23dg_body_thre_0.5,-0.012656692771260879,-0.02299777263429238,-0.0020522352515271666,-0.04440391876145475,-0.04387405875866324,1
2,13,ca23dg_body_thre_0.5,0.019287048411408464,0.10192400100983202,-0.11826569668116779,-0.017377961309524195,0.05812077399880913,4
2,14,ca23dg_body_thre_0.5,-0.048317343873303956,0.02954126279643518,0.1222735519111604,-0.0556987467681509,0.02959782495920866,5
2,15,ca23dg_body_thre_0.5,0.06431132734504462,0.02770892172715647,-0.013550501920540678,-0.06103845720190919,0.004513260349677493,6
2,16,ca23dg_body_thre_0.5,0.046423988772585495,-0.03899402854364106,0.006415526535455594,-0.1244907008699744,0.133536656307243,4
2,17,ca23dg_body_thre_0.5,0.0059798055214907025,0.10471673560564163,0.10247771361083609,0.07015520008203811,0.0012437828668381795,3
3,0,ca23dg_body_thre_0.5,-0.001988250254011517,-0.03392353897793061,0.18838447023999047,-0.0448921057227613,-0.09515771900010112,4
3,1,ca23dg_body_thre_0.5,-0.03076017938688552,0.06221266682605656,0.025338367835398064,0.06003419189342492,-0.07249072035764931,4
3,2,ca23dg_body_thre_0.5,0.12556910754620992,-0.14058181699693004,-0.09319278000033311,-0.1055170785740367,-0.023520015836530624,2
3,3,ca23dg_body_thre_0.5,0.10125022908955107,-0.06508149876655345,0.0993332678638728,-0.018847897594790657,-0.037426019947528144,3
3,4,ca23dg_body_thre_0.5,-0.06638071641598481,-0.03252536470666525,-0.057464115184290405,0.057544376081087395,-0.1236674720968683,2
3,5,ca23dg_body_thre_0.5,-0.1270709429089796,-0.12626209385918233,-0.13669130582969205,-0.10236213234753354,-0.04249006898454154,1
3,6,ca23dg_body_thre_0.5,-0.013190295214669842,-0.016456749037599645,0.08024679014281615,-0.08964938616272197,0.06487517414505667,2
3,7,ca23dg_body_thre_0.5,0.019876114817280598,-0.061856424783425734,0.014033197857804665,0.01304811509303043,0.07569941058291375,2
3,8,ca23dg_body_thre_0.5,0.05418047684320873,0.035028545461065236,0.027139845672736237,0.08456253937170792,0.03773973538687074,3
3,9,ca23dg_body_thre_0.5,-0.05814881105212873,-0.10154051308087947,0.08202756631395482,-0.10671172541305675,0.0029629061730496002,3
3,10,ca23dg_body_thre_0.5,0.07791208268696244,-0.0960229618957743,0.06554049423150478,-0.02437257271352583,0.1142375204858035,3
3,11,ca23dg_body_thre_0.5,-0.026939825355355336,-0.12266548403926542,0.03892059050024744,0.03537099618791829,0.01342637950806961,2
3,12,ca23dg_body_thre_0.5,-0.05526186163920005,0.008213061737437542,-0.04776252356994313,0.032747167862315726,0.046470694618280545,2
3,13,ca23dg_body_thre_0.5,-0.20912036329564293,-0.012559793444500979,0.11569027140076694,-0.0608496254812223,0.01648753300516357,2
3,14,ca23dg_body_thre_0.5,-0.04085283534341282,-0.12941156208334725,-0.09722457290740089,0.09156207206023245,0.1436983316236787,4
3,15,ca23dg_body_thre_0.5,0.0017456101499655763,-0.02533706917346454,-0.04713783683808573,0.012369214189923969,0.0217022810903586,4
3,16,ca23dg_body_thre_0.5,-0.017802169179461376,0.04373080517509133,0.03138687281502586,-0.09669027062155554,-0.11284482911120398,4
3,17,ca23dg_body_thre_0.5,-0.023157603855123533,0.13188749072949854,0.12156806411329543,0.019316761489034537,0.0070829918247596185,3
4,0,ca23dg_body_thre_0.5,0.027775490867621946,0.04296329045287448,-0.04347007641706951,-0.04684568577081626,0.010716625471986105,5
4,1,ca23dg_body_thre_0.5,0.14009574912182907,0.014194136355909175,0.12268402478680947,0.0020000216596674503,-0.012842124754573234,7
4,2,ca23dg_body_thre_0.5,-0.003836340438278997,-0.029821358221195398,0.02872788581332584,0.024977895713921294,0.1816019345388778,4
4,3,ca23dg_body_thre_0.5,-0.08608225673459184,-0.11395761677807884,0.09713709205848772,0.01853188929532577,0.03265863092876607,7
4,4,ca23dg_body_thre_0.5,-0.0020644628751334826,-0.003372893404032481,-0.06182883705995069,-0.029885335012240798,-0.02106946405600555,2
4,5,ca23dg_body_thre_0.5,-0.09126491130996608,0.03490430561178072,0.029917499741920657,0.03997584167223817,0.09017981508360515,6
4,6,ca23dg_body_thre_0.5,-0.002575001744576824,0.060032405711691536,0.06606082691325267,0.0013368377561559716,-0.15317464289461927,2
4,7,ca23dg_body_thre_0.5,-0.07594956781175392,-0.14195665608396515,0.019831660023601975,-8.538898853209277e-4,-0.06728406224569136,6
4,8,ca23dg_body_thre_0.5,0.07538862885297556,-0.056793221980403916,-0.09939286650941997,0.008940386617583753,0.003455818060005965,7
4,9,ca23dg_body_thre_0.5,-0.08732134807997649,-0.167005401043173,-0.0509010625685367,0.01808278816263177,0.01314274296007439,4
4,10,ca23dg_body_thre_0.5,-0.10678566265749119,-0.06504380899357426,-0.04701921564173498,0.039020046687593915,-0.08547991240167307,2
4,11,ca23dg_body_thre_0.5,0.12766295388028243,-0.08618138289883451,-0.010439081678844213,0.04921133462781382,-0.019777400773318125,4
4,12,ca23dg_body_thre_0.5,0.009902939457835803,0.023778938818339136,-0.0018565100147830138,0.022215117114312892,-0.04974645178881217,5
4,13,ca23dg_body_thre_0.5,-0.058830414610353154,0.09143295751580163,0.11575397017632962,-0.07888735060247298,-0.008161016259897715,4
4,14,ca23dg_body_thre_0.5,0.10429717015563246,-0.055563874186743245,-0.018978285902799805,0.06255241816896864,0.13644018058991209,5
4,15,ca23dg_body_thre_0.5,0.04695055703065913,0.03489602755407519,-0.11248500698692265,0.036402291709761586,0.12085772191901241,5
4,16,ca23dg_body_thre_0.5,0.09036754410846541,-0.011264822884684944,0.08020826808817816,0.013843988555626931,0.129858878532659,4
4,17,ca23dg_body_thre_0.5,0.0378712116313208,-0.048842504957585214,0.05537288113494572,-0.07662066883253806,0.1016527450648426,6
5,0,ca23dg_body_thre_0.5,0.05906850891647503,0.08324831240185307,-0.05260631810995396,0.0054264093203896455,0.07302026414613645,5
5,1,ca23dg_body_thre_0.5,-0.059375661306455656,0.018744959822811817,0.033155976662408354,0.02113130679668504,-0.012361911656383897,7
5,2,ca23dg_body_thre_0.5,0.10367834296915102,0.003051909201315546,0.033632131173911575,-0.07885629002424926,0.047055799413631846,4
5,3,ca23dg_body_thre_0.5,0.06867987307284079,-0.02569671861871966,-0.13501063583020095,0.027946973422359724,0.021798628853489037,4
5,4,ca23dg_body_thre_0.5,0.0011413031403263198,-0.09453251496613703,0.04055824031148065,0.00801185746082226,-0.0050876495616738095,3
5,5,ca23dg_body_thre_0.5,0.17339581211826205,0.061001737525133964,0.04922939187600585,-0.14148046557545763,0.042681161287603527,2
5,6,ca23dg_body_thre_0.5,-0.02465722534251745,-0.10147170951137421,-0.17253202096624431,0.1048003573983824,-0.06488664224193835,2
5,7,ca23dg_body_thre_0.5,-0.08345619369821156,-0.12291028601980128,-0.16633348031737885,-0.023390343954884485,0.050941560609477333,3
5,8,ca23dg_body_thre_0.5,-0.04124845764490458,-0.04498995698902535,-0.10139884785063084,0.008435485105113272,0.05006418362174126,3
5,9,ca23dg_body_thre_0.5,-0.2535837431930428,0.03732775616184387,-0.14808725724395067,0.0348868614087995,-0.017408384506429696,4
5,10,ca23dg_body_thre_0.5,-0.035955850438274525,0.08233270854514103,-0.10705638654770586,-0.06633677567652504,0.05594095285881023,4
5,11,ca23dg_body_thre_0.5,-0.04110862710492857,-2.5235482208249907e-4,0.02911746953912022,0.06370025111763968,-0.007179747592340552,5
5,12,ca23dg_body_thre_0.5,-0.07501958194851144,-0.01955730109886996,-0.03902493469992839,-0.11844772677439214,-0.07854112155006497,6
5,13,ca23dg_body_thre_0.5,-0.025689439250083008,-0.04662932484582452,-0.060082825053588265,0.012635760535838064,-0.0538198817694343,6
5,14,ca23dg_body_thre_0.5,0.026430135208203386,-0.017625414953405735,-0.08981514272891071,-0.05312323121458619,0.04798026870611973,5
5,15,ca23dg_body_thre_0.5,0.14605419210217258,0.012444359999172015,0.048995586554431786,0.009866441259663183,0.018853124511941606,4
5,16,ca23dg_body_thre_0.5,0.0036718075481553883,-0.06603362688026727,0.11841492297556816,-0.04416817436555355,-0.0031633065255897777,4
5,17,ca23dg_body_thre_0.5,0.0809899874593952,0.03513449436753377,0.10617389761233345,-0.051320346316039385,-0.024550028874724572,5
6,0,ca23dg_body_thre_0.5,0.014177952152059574,-0.024226570299074345,0.11448614096167598,-0.008492160015487873,0.012312981457164494,4
6,1,ca23dg_body_thre_0.5,-0.06843759979802007,0.059172903930742655,-0.04120336930012922,-0.026390822255589183,5.522623497958672e-4,1
6,2,ca23dg_body_thre_0.5,0.023828450591076973,0.01686072190300839,-0.03669732652466802,-0.04198100013435169,-0.0675377891597221,6
6,3,ca23dg_body_thre_0.5,-0.14161908665898865,0.018368408206181946,-0.01608009239541186,0.11706746954160899,-0.036555063151336276,2
6,4,ca23dg_body_thre_0.5,-0.005384881787844027,0.032718535140804514,-0.02588398552994456,-0.13774997536745923,-0.054948011336557606,4
6,5,ca23dg_body_thre_0.5,0.0020619355707375787,0.009536150979332211,-0.012025728658516812,-0.06791472388122663,-0.0718426210903314,2
6,6,ca23dg_body_thre_0.5,0.09420510293501791,3.841275334106036e-4,-0.0639541213379202,0.02834557123660317,0.07636081055514199,1
6,7,ca23dg_body_thre_0.5,-0.008439103778471872,-0.006935422825556646,-0.0722656479276706,0.01969009731042999,-0.10813663519164411,3
6,8,ca23dg_body_thre_0.5,-0.12520241411164537,-0.011487935666837172,-0.0293080298030642,-0.023349842515871494,0.039240269639526204,4
6,9,ca23dg_body_thre_0.5,0.021529319618616434,-0.011757789364815661,0.0477411648806909,0.11720305288189635,0.0782479131677579,2
6,10,ca23dg_body_thre_0.5,-0.021702155793803166,0.06810626079876098,0.04923055621808199,-0.007416259238961505,-0.0014817454443558642,4
6,11,ca23dg_body_thre_0.5,0.024288324117307872,0.13400312650338833,0.02941237989181419,-0.010558248272769823,-0.14251132160158353,1
6,12,ca23dg_body_thre_0.5,0.03978604846846105,-0.05789610737976714,-0.07422054643598881,-0.18014144673508575,0.00790992097116575,4
6,13,ca23dg_body_thre_0.5,0.054096067466641695,-0.16944193863972473,-0.06045790005758351,-0.08974484201801489,-0.015425806680589082,3
6,14,ca23dg_body_thre_0.5,0.05272129771929268,-0.1660956881757822,0.00962139110443231,0.08165248622934998,0.04237141547160174,4
6,15,ca23dg_body_thre_0.5,-0.08943258768294449,0.12973680856557335,0.0789233353030952,-0.004480164750248344,-0.07356495177755046,2
6,16,ca23dg_body_thre_0.5,0.047550658998149725,-0.09651716284173043,-0.1131872049632554,-0.01757932165066909,0.09638287678236421,2
6,17,ca23dg_body_thre_0.5,-0.036869953771470065,0.22723658496447482,-0.05520160664321275,0.0668731471153691,-0.009234239069435138,2
7,0,ca23dg_body_thre_0.5,0.0651051065851511,-0.18407240607292685,0.032193149747787635,-0.12387853043786887,-0.030721795601353685,4
7,1,ca23dg_body_thre_0.5,-0.052414536874328864,0.09157812808558168,-0.02548849429129388,0.03363594064757214,0.01302283904221736,7
7,2,ca23dg_body_thre_0.5,0.017109884981347905,-0.10995932909596015,0.004514428498850434,0.06315233619949183,0.044789079202938745,2
7,3,ca23dg_body_thre_0.5,0.07852569715986407,-0.11062060547313432,0.05232086631313403,-0.047205170379818744,-0.22261468103075077,4
7,4,ca23dg_body_thre_0.5,0.026784616925837303,0.019385982508581763,-0.020677712274564598,0.013015508088463554,0.10368983940017872,5
7,5,ca23dg_body_thre_0.5,-0.04769821233881339,-0.07257879963114926,-0.03928848142761285,-0.10771104252146893,-0.023041385071608515,3
7,6,ca23dg_body_thre_0.5,-0.12327800115925844,-0.16027700574079165,0.016720455311478692,-0.003376119826696407,0.03167528296902795,2
7,7,ca23dg_body_thre_0.5,0.08820470931473685,-0.0837695260364694,0.021646496208681174,0.016000663084471765,-0.051557740333645616,3
7,8,ca23dg_body_thre_0.5,-0.05207333977882948,0.0438497575525786,0.004655238166307039,0.07032950403042505,0.01539119813787053,2
7,9,ca23dg_body_thre_0.5,-0.14423571501852775,-0.03170636246202071,-0.026784895221219747,0.1191396605599911,0.044248259962844344,2
7,10,ca23dg_body_thre_0.5,0.014597400557076985,0.08004825505873132,-0.05716268942187143,-0.03557133974102461,0.030953383895644383,2
7,11,ca23dg_body_thre_0.5,-0.10773001603834277,-0.023398064784853595,0.1370579674289074,0.02661713488361745,-0.008538988927830506,5
7,12,ca23dg_body_thre_0.5,-0.07387230473242032,-0.07036987789147549,-0.08597477044172332,0.07110602732905581,0.05889728604263314,2
7,13,ca23dg_body_thre_0.5,-0.02497068187790901,0.08650383865431716,0.03252278823160095,0.07957129972645763,-0.010985093125448927,3
7,14,ca23dg_body_thre_0.5,-0.05922145583729307,-0.040081704543765695,0.12277948315072323,-0.036721242276989606,0.0158619606014867,6
7,15,ca23dg_body_thre_0.5,0.015143314896327423,0.07515560473143058,-0.035828616980820106,-0.11014603965270528,0.06886569533208799,3
7,16,ca23dg_body_thre_0.5,-0.03428699866349707,0.11641498641356783,-0.039043699434333015,0.026096990727794513,0.014547272191968358,4
7,17,ca23dg_body_thre_0.5,-0.060436066193959345,0.010046705574434413,0.11773341859559563,-0.04490051144944247,0.00840481873305737,5
9,0,ca23dg_body_thre_0.5,-0.05957612982038443,0.05947855082147836,-0.06189175031029387,-0.01717551178844073,0.06113667397665766,5
9,1,ca23dg_body_thre_0.5,0.02489076557712964,-0.11405591284374358,-0.04228598059925068,0.04503143950355139,-0.11369143366546314,4
9,2,ca23dg_body_thre_0.5,0.10445567315377816,-0.05102254849706719,-0.06528655914353425,-0.0404099399480153,0.040892663205289344,3
9,3,ca23dg_body_thre_0.5,-0.04557053232229414,0.05254443517650934,0.0675370981861331,-0.06824398765333563,0.10222605485172859,5
9,4,ca23dg_body_thre_0.5,0.05499752466225313,0.01939532578321922,-0.06779504637074175,0.05097751715277382,-0.10595030885255077,2
9,5,ca23dg_body_thre_0.5,-0.1290936718967073,-0.015872004205593253,0.03803540203122568,0.04304279956346096,0.004243685816873152,6
9,6,ca23dg_body_thre_0.5,0.11615597349747725,-0.061922183497848365,-0.046609248249293814,0.04497495039425436,0.07978848988461738,3
9,7,ca23dg_body_thre_0.5,0.1767143069265916,-0.16114414986651787,0.06901826549493242,-0.09617579630971283,0.03170213621794739,4
9,8,ca23dg_body_thre_0.5,-0.032737196470021504,-0.03190958993541402,-0.13370080775466123,0.03050549526293418,-0.03684558314191718,4
9,9,ca23dg_body_thre_0.5,-0.03058610821740935,-0.060594616643663314,-0.07485671655868799,0.06859216167723134,7.918126310253529e-4,2
9,10,ca23dg_body_thre_0.5,-0.05340362749587446,-0.12881133464545824,-0.0638135914928424,-0.04575104116662104,-0.02739662226692322,4
9,11,ca23dg_body_thre_0.5,0.06681320278071345,0.07123487436549689,0.006689340023449978,0.10982107140263017,-0.08123515192884058,3
9,12,ca23dg_body_thre_0.5,0.006411981463125216,-0.08880857314056752,0.06286179496675345,-0.0288233029258586,0.0214384120429055,5
9,13,ca23dg_body_thre_0.5,-0.004742084170701204,0.06733595667566383,-0.005717945704337535,-0.013215168056355772,0.04502473625488284,3
9,14,ca23dg_body_thre_0.5,0.09555152179556554,0.04599597032870671,-0.050408692287488496,0.06229215897732556,0.022114720670816355,5
9,15,ca23dg_body_thre_0.5,0.0945683720373564,0.016648736312773256,-0.016316367440879262,0.026377378175572785,-0.0338103486242704,7
9,16,ca23dg_body_thre_0.5,-0.14999770814816932,-0.04570046001135541,0.053851063573641014,0.07686680954959119,0.05677090874096081,3
9,17,ca23dg_body_thre_0.5,-0.02385399241951082,0.11533652528198324,0.008912251590760936,-0.08459579591065945,-0.0017689813254435742,5
10,0,ca23dg_body_thre_0.5,-0.0042743020696551885,-0.027098676410273605,0.0907106262704786,0.11344625123289351,-0.014572592043279894,7
10,1,ca23dg_body_thre_0.5,-0.055968827283572865,-0.08896453553897596,-0.13985952557464415,0.04209628604669882,-0.03280224436238741,7
10,2,ca23dg_body_thre_0.5,0.023583300471580963,-0.06464381088160309,0.005425031111797922,0.06873471231886462,-3.4864420982815784e-4,7
10,3,ca23dg_body_thre_0.5,0.07432126019816472,0.06131311761387039,0.11429410798623482,-0.08852478905781934,0.06079340654485709,5
10,4,ca23dg_body_thre_0.5,0.014333619852858432,-0.029853215126775877,0.042828926407683966,0.06806631227073393,0.025241283881010525,5
10,5,ca23dg_body_thre_0.5,-0.012583863331801046,-0.008560940739398726,-0.05199236738312352,0.00827779686990011,0.10766372053914279,6
10,6,ca23dg_body_thre_0.5,0.008017009353716492,0.013176328523310753,-0.03945209555466184,-0.13892358326646226,-0.012394130346025989,7
10,7,ca23dg_body_thre_0.5,-0.06743401010213172,0.00826228642429663,-0.04305674184495383,0.0991266635267799,0.04077624042793511,2
10,8,ca23dg_body_thre_0.5,0.024202323023988566,0.025976026101738662,-0.01957573813892649,-0.08114769656626843,0.0071299143045923455,4
10,9,ca23dg_body_thre_0.5,-0.14219511004650676,-0.08672309403567556,-0.07561756560540579,-0.06658792042637265,-0.0644953930021331,7
10,10,ca23dg_body_thre_0.5,-0.06069409640009679,0.15843311488576983,-0.001469532530184156,0.08834836120748886,-0.003378692650293851,7
10,11,ca23dg_body_thre_0.5,0.02260914833621468,-0.0048888117808840266,0.06788839743446526,-0.051747956364144955,-0.12789496282590027,7
10,12,ca23dg_body_thre_0.5,-0.024475542417615508,-0.043732951318888616,0.08086655031550362,-0.05087631325985882,0.0968671232205441,6
10,13,ca23dg_body_thre_0.5,-0.05640479822746851,0.12320830191633193,-0.03643068790662618,-0.07912846702439219,-0.06778903807042394,3
10,14,ca23dg_body_thre_0.5,-0.07877937912744094,-0.04249514649912877,0.005673897498270065,0.00930681998581195,0.048282932959808865,7
10,15,ca23dg_body_thre_0.5,-0.09802891675352214,0.021411723614248947,0.05987021380878771,-0.11683100608950295,0.0031085440336545414,7
10,16,ca23dg_body_thre_0.5,-0.09412335769159676,-0.0029398400503505544,-0.19431521132577034,0.04448574397989135,-0.12844768264917178,4
10,17,ca23dg_body_thre_0.5,-0.04749529401852291,0.027928587189113542,-0.021489185478755272,0.010444038929717049,-0.07499450961403924,7
11,0,ca23dg_body_thre_0.5,0.06342794357759257,0.12336254250026843,0.04252087592156767,-0.09226504190542018,-0.0527232976416155,7
11,1,ca23dg_body_thre_0.5,-0.0627673592603698,-0.0901181225231052,0.017293614824636545,0.12048859047239595,-0.019373643970710126,3
11,2,ca23dg_body_thre_0.5,-0.03768661407177246,-0.09096224797710667,-0.14272640899780223,0.023575449011295744,-0.06227569403688403,3
11,3,ca23dg_body_thre_0.5,-0.0058196984894977235,0.06053075551346157,0.14504089855692784,-0.11685580597724383,-0.13956718567961945,3
11,4,ca23dg_body_thre_0.5,0.07672268032653143,-0.15710723805173035,-0.031220767497902202,0.0032966378550571586,-0.063009276497634,6
11,5,ca23dg_body_thre_0.5,-0.0031259524342181805,-0.07444756497646618,0.02377063808696489,-0.06284905152701305,0.03965803921959175,3
11,6,ca23dg_body_thre_0.5,0.008703373351269954,0.12413868400685463,-0.007791096478631909,0.039557384394229046,0.05829463694345564,3
11,7,ca23dg_body_thre_0.5,0.0659368462026993,0.13500036825726874,-0.11326493329714174,-0.03444715358240266,-0.13848433363023438,6
11,8,ca23dg_body_thre_0.5,-0.08278796500367475,0.03853996045350845,-0.07885760507034707,-0.10325911016616246,0.008167577695118056,4
11,9,ca23dg_body_thre_0.5,-0.0010411856800724819,-0.025293589943040453,-0.09188674194150892,-0.04813093837271991,-0.0384897211859921,5
11,10,ca23dg_body_thre_0.5,-0.06928925320714525,-0.004175362650095896,-0.041951673916773555,-0.046456889616626924,-0.12702191163188437,5
11,11,ca23dg_body_thre_0.5,0.13539461653739127,0.19584589734757762,-0.018693325728273966,-0.12255016846506522,-0.027063372048542644,5
11,12,ca23dg_body_thre_0.5,0.030850960770560376,-0.0419822750881372,0.04628120170292112,-0.0506298724459812,-0.012622797026431307,5
11,13,ca23dg_body_thre_0.5,-0.029715974632528074,-0.012918019293919506,-0.14404877041603645,-0.15365124250759807,0.16133083487263383,3
11,14,ca23dg_body_thre_0.5,-0.06810372878306856,0.07829490654248729,-0.0016679020497641604,-0.009422920113691849,-0.14129856346951347,5
11,15,ca23dg_body_thre_0.5,-0.026201313085306554,-0.12345530192884574,0.15059025990571157,-0.11253488013526144,0.10918744993111189,3
11,16,ca23dg_body_thre_0.5,0.0684341850976378,-0.03195437953867125,-0.08163084142760771,0.028051139753704286,0.12906947599331026,3
11,17,ca23dg_body_thre_0.5,-0.016853759392471593,0.17248060229846102,-0.07920007428501985,0.05608614669519742,0.03446901287689152,4
12,0,ca23dg_body_thre_0.5,0.022660703175568786,-0.03784405296207552,0.01607411908548867,0.002547570821433885,-0.12674592167290402,3
12,1,ca23dg_body_thre_0.5,-0.1178091474838815,-0.06536337846260581,-0.020417138628332686,0.0020034790425243294,-0.07322915566107877,6
12,2,ca23dg_body_thre_0.5,-0.014637716397748267,-0.02210009488592578,0.019968309370670123,-0.14534527827951169,-0.10787068196972402,1
12,3,ca23dg_body_thre_0.5,-0.08182647190680828,-0.049475253481073365,-0.053237522765786,-0.08073641488728828,0.08923721162040411,5
12,4,ca23dg_body_thre_0.5,2.922036180492693e-4,0.002537468599103544,0.012501280863955723,0.038105583952328645,-0.06638425696636095,6
12,5,ca23dg_body_thre_0.5,0.037242790919133476,-0.012719038922835914,-0.0495985491599919,0.11089835684294506,-0.016122917921739206,4
12,6,ca23dg_body_thre_0.5,0.0386074397600016,0.01787333925182253,0.07346043488575557,-0.06702148091830448,0.09138303255164798,2
12,7,ca23dg_body_thre_0.5,-0.05586617034133301,-0.041219029631572854,-0.018639020709612382,0.11211085748707388,0.025770168981828653,2
12,8,ca23dg_body_thre_0.5,0.006335257259632111,0.20856111933974553,0.010921461271325164,0.026713480691020967,0.13417805314796594,7
12,9,ca23dg_body_thre_0.5,0.07359661462408339,-7.107590585775196e-4,0.05007228305316156,-0.10802655203156687,-0.05197475872942538,1
12,10,ca23dg_body_thre_0.5,0.005647001360316722,-0.049405670548860164,-0.07234895256101825,0.10152879026761315,0.006607825313008717,4
12,11,ca23dg_body_thre_0.5,-0.03319737135300541,0.016462678733375355,0.10952573991783549,-0.06568116887325154,0.06935899212045608,1
12,12,ca23dg_body_thre_0.5,0.023000010866117363,-0.05427766880431426,0.02087448725025559,-0.0803845910732355,-3.6251531799626983e-4,2
12,13,ca23dg_body_thre_0.5,0.0723686704637265,-0.05371003306553493,-0.02605128458599574,0.06259924986932273,0.05944846949125207,5
12,14,ca23dg_body_thre_0.5,0.03335661363604082,0.033772684764121166,-0.12600926834117898,0.06346632694478654,-0.06246734464805567,4
12,15,ca23dg_body_thre_0.5,-0.1884842932668354,0.040932259733948956,-0.04318457956232183,-0.0361258698898686,0.07545669406996837,3
12,16,ca23dg_body_thre_0.5,-0.08819621608560145,-0.04068480027972772,0.02761194553206192,-0.04138063386064686,-3.8890064467445723e-4,3
12,17,ca23dg_body_thre_0.5,-0.05077815074951445,0.10477818333189315,-0.010570457633811361,-0.023210116304978688,0.06404554443898698,3
13,0,ca23dg_body_thre_0.5,-0.13198681300059253,-0.01626389920066336,-0.10147017683107454,0.06844563067373015,0.013132000622257113,6
13,1,ca23dg_body_thre_0.5,-0.09080868918557009,-0.02420231669765683,-0.026784339055328503,-0.07834448537706129,-0.019408594548579034,7
13,2,ca23dg_body_thre_0.5,-0.16845203526060792,-0.0683583302419247,-0.06537972743153153,0.12205604720312685,0.02272874138522326,6
13,3,ca23dg_body_thre_0.5,0.16865016512138498,-0.06953057867988002,-0.02063890223624112,0.038256079921435766,0.012712138647776587,7
