scene_id;rt;accuracy;confResp;subnum;run;scene_num;high.conf.correct
A14;2.55495440321101;0;0;1;1;14;0
A15;3.12229462564574;0;1;1;1;15;0
A10;1.45287173693941;1;1;1;1;10;1
A3;1.08547057276883;0;1;1;1;3;0
B5;2.93897105910582;0;0;1;1;5;0
B14;1.26924497212167;0;1;1;1;14;0
B13;3.15607801143778;0;0;1;1;13;0
B10;2.52166074114211;1;0;1;1;10;0
B11;2.9560101977404;1;1;1;1;11;1
B0;1.51971883741498;1;1;1;1;0;1
B2;3.32337586919311;0;0;1;1;2;0
A8;0.818787493888522;0;1;1;1;8;0
B17;1.65313400533341;0;1;1;1;17;0
A6;0.751502775994595;1;1;1;1;6;1
B8;2.15450311731547;0;0;1;1;8;0
B4;2.4712792323844;0;1;1;1;4;0
A16;1.41971400436887;1;1;1;1;16;1
A4;0.701590979122557;0;1;1;1;4;0
A17;2.32114133948926;1;1;1;1;17;1
B15;1.63673751110036;1;1;1;1;15;1
B7;2.75626974753686;0;1;1;1;7;0
A9;3.23956703438307;1;0;1;1;9;0
A1;1.33603052674152;1;1;1;1;1;1
A12;1.569764675849;1;1;1;1;12;1
B3;1.08555666146276;1;1;1;1;3;1
B6;0.751675330902799;1;1;1;1;6;1
B16;1.75362063289504;1;0;1;1;16;0
A13;2.0039732943842;0;0;1;1;13;0
B1;0.75162888833438;0;1;1;1;1;0
A7;0.851802878081799;1;1;1;1;7;1
A11;2.47200418965076;0;1;1;1;11;0
B9;0.700466162612429;0;0;1;1;9;0
A2;1.2024088215112;1;1;1;1;2;1
A0;0.818258501632954;0;0;1;1;0;0
B12;2.17092188887182;1;0;1;1;12;0
A5;2.43789608341467;0;0;1;1;5;0
A13;0.9352854821336223;1;1;1;2;13;1
B12;2.187787717411993;1;0;1;2;12;0
A12;1.6699488603044301;1;0;1;2;12;0
B16;1.1025346318201628;1;1;1;2;16;1
A8;1.52072358285659;0;0;1;2;8;0
A16;1.0688864203402773;1;1;1;2;16;1
A15;2.354418765520677;1;1;1;2;15;1
A5;1.0019366175838513;1;1;1;2;5;1
B1;0.8182834220351651;1;1;1;2;1;1
B13;0.8349948195682373;1;1;1;2;13;1
B7;0.8353565430443268;1;1;1;2;7;1
A10;2.4549963903118623;1;1;1;2;10;1
A7;1.9704870655550621;1;1;1;2;7;1
B14;1.219025823593256;1;1;1;2;14;1
B8;1.6369561310275458;0;0;1;2;8;0
B4;2.3044216351408977;1;1;1;2;4;1
A2;3.7740051471919287;1;0;1;2;2;0
B3;1.5867230119474698;1;0;1;2;3;0
B2;0.6681183432374382;1;1;1;2;2;1
A11;2.5887521371187177;0;1;1;2;11;0
A17;2.254687679349445;1;1;1;2;17;1
A9;1.018713714380283;1;1;1;2;9;1
B11;na;0;0;1;2;11;0
A6;2.004167749080807;1;1;1;2;6;1
B0;1.4362486935715424;1;1;1;2;0;1
B15;2.4547366139595397;1;0;1;2;15;0
A1;0.8517451080406317;1;1;1;2;1;1
B17;0.7347910008684266;1;1;1;2;17;1
B10;0.8186387266032398;1;1;1;2;10;1
A0;1.219354697415838;1;1;1;2;0;1
A3;1.1355016855231952;1;0;1;2;3;0
A4;0.8683979803900002;1;1;1;2;4;1
B5;0.7679245681938482;1;1;1;2;5;1
B9;0.5521440610900754;1;1;1;2;9;1
B6;1.3359198952384759;1;1;1;2;6;1
A14;1.319239081843989;1;1;1;2;14;1
B5;0.918418520843261;1;1;1;3;5;1
B3;1.58660671673715;1;1;1;3;3;1
A8;2.03766568293213;1;1;1;3;8;1
A12;2.20420158040361;1;1;1;3;12;1
B6;0.784180601956905;1;1;1;3;6;1
A2;0.684463486322784;1;1;1;3;2;1
B10;1.90364562881587;1;1;1;3;10;1
A6;0.584304977426655;1;1;1;3;6;1
A4;3.57338530874404;1;0;1;3;4;0
B8;1.10351634476683;1;1;1;3;8;1
B7;0.484612027037656;1;1;1;3;7;1
A11;0.735060216771672;1;1;1;3;11;1
A9;0.968692796348478;1;1;1;3;9;1
A13;0.567560730269179;1;1;1;3;13;1
B1;1.4859562186175;1;1;1;3;1;1
A16;0.618869202604401;1;1;1;3;16;1
A5;0.651650863597752;1;1;1;3;5;1
A15;1.48643423731846;1;1;1;3;15;1
B16;2.40472815612156;1;0;1;3;16;0
A0;0.551000365492655;1;1;1;3;0;1
B0;0.534559694177005;1;1;1;3;0;1
B2;0.835092990862904;1;1;1;3;2;1
A7;1.53621576842852;1;1;1;3;7;1
B17;0.567843916694983;1;1;1;3;17;1
B4;0.66807605404756;1;0;1;3;4;0
A3;0.651380137365777;1;1;1;3;3;1
B13;0.918380007482483;1;1;1;3;13;1
A17;0.701686129745212;1;1;1;3;17;1
B11;0.801903163825045;1;1;1;3;11;1
A10;1.08571600102005;0;1;1;3;10;0
B12;0.768125064190826;1;1;1;3;12;1
A14;0.718083379149903;1;1;1;3;14;1
B14;0.70135499042226;1;1;1;3;14;1
A1;0.734996405430138;1;1;1;3;1;1
B15;0.684592996913125;1;1;1;3;15;1
B9;0.617863701991155;0;0;1;3;9;0
B2;0.768392392186797;1;1;1;4;2;1
A17;0.701586448136368;1;1;1;4;17;1
B1;0.684984171763062;1;1;1;4;1;1
A8;0.785184969819966;1;1;1;4;8;1
B17;0.852494230552111;1;1;1;4;17;1
A11;0.918573707022006;1;1;1;4;11;1
A10;1.10215856024297;1;1;1;4;10;1
B0;0.5177036827954;1;1;1;4;0;1
B7;1.0354220912559;1;1;1;4;7;1
B13;0.935106508302852;1;1;1;4;13;1
B4;2.17108424908656;1;1;1;4;4;1
B11;0.551489711651811;1;1;1;4;11;1
B15;1.03557312401244;1;1;1;4;15;1
A7;0.685052514090785;1;1;1;4;7;1
A16;0.802798788106884;1;1;1;4;16;1
A2;0.567654748170753;1;1;1;4;2;1
B14;1.80349127332738;1;1;1;4;14;1
A15;0.668182532157516;1;1;1;4;15;1
A13;0.634859041121672;1;1;1;4;13;1
A6;0.885019513443694;1;1;1;4;6;1
A9;0.6181476435886;1;1;1;4;9;1
A12;1.57014943182003;1;1;1;4;12;1
B5;1.41959884189419;1;1;1;4;5;1
A1;2.18791685042379;1;1;1;4;1;1
A14;0.801613180941786;1;1;1;4;14;1
B3;0.701530566002475;1;1;1;4;3;1
A5;0.968584807909792;1;1;1;4;5;1
B12;1.23546234148671;1;1;1;4;12;1
B10;0.651336337876273;1;1;1;4;10;1
B16;1.4865346741135;1;1;1;4;16;1
B9;0.634889625260257;1;1;1;4;9;1
A3;0.534588390408317;1;1;1;4;3;1
A4;0.551072483649477;1;1;1;4;4;1
B8;0.80149197713763;1;1;1;4;8;1
A0;0.601214605470886;1;1;1;4;0;1
B6;1.00220658865874;1;1;1;4;6;1
B1;0.868672104857978;1;1;1;5;1;1
A9;0.667985811989638;1;1;1;5;9;1
A3;0.835131881816778;1;1;1;5;3;1
A7;0.951993859009235;1;1;1;5;7;1
A13;0.667959003665601;1;1;1;5;13;1
B10;0.768182079060352;1;1;1;5;10;1
B4;0.701370471288101;1;1;1;5;4;1
A16;1.45311980824044;1;1;1;5;16;1
B16;0.63493644540722;1;1;1;5;16;1
A12;0.885074640391394;1;1;1;5;12;1
B17;0.617896174037014;1;1;1;5;17;1
A6;0.734860098353238;1;1;1;5;6;1
B12;0.734947697346797;1;1;1;5;12;1
A17;1.01861931890016;1;1;1;5;17;1
B7;0.751416687300662;1;1;1;5;7;1
A1;0.885266829573084;1;1;1;5;1;1
A4;0.567865061282646;1;1;1;5;4;1
A2;0.868198994736304;1;1;1;5;2;1
B15;0.768103919603163;1;1;1;5;15;1
B8;1.93747621234797;1;1;1;5;8;1
A14;0.818339304169058;1;1;1;5;14;1
B9;0.634782391993213;1;1;1;5;9;1
B0;0.968879699386889;1;1;1;5;0;1
B11;0.568353652270162;1;1;1;5;11;1
B5;0.985569197160657;1;1;1;5;5;1
A15;0.65119587740628;1;1;1;5;15;1
B6;0.768319518872886;1;1;1;5;6;1
A11;0.651365411686129;1;1;1;5;11;1
B2;0.985274683276657;1;1;1;5;2;1
B3;0.65130046759441;1;1;1;5;3;1
B14;1.33626424994145;1;1;1;5;14;1
A10;0.651219287494314;1;1;1;5;10;1
A8;0.651831347757252;1;1;1;5;8;1
A5;0.734698115717038;1;1;1;5;5;1
A0;0.534393180569168;1;1;1;5;0;1
B13;0.851865556687699;1;1;1;5;13;1
B1;1.15351120964624;1;1;1;6;1;1
B2;0.651284609164577;1;1;1;6;2;1
A5;0.85195089019544;1;1;1;6;5;1
B5;0.667979015503079;1;1;1;6;5;1
B7;0.851674500227091;1;1;1;6;7;1
A14;0.70130703751056;1;1;1;6;14;1
A6;0.718229125763173;1;1;1;6;6;1
A16;0.735050399627653;1;1;1;6;16;1
A2;0.584257779701147;1;1;1;6;2;1
A11;0.568075751987635;1;1;1;6;11;1
A3;0.567854111417546;1;1;1;6;3;1
A15;2.07063575730717;1;1;1;6;15;1
A17;1.45285210268048;1;1;1;6;17;1
A8;0.835259126906749;1;1;1;6;8;1
B10;2.12099423356995;1;1;1;6;10;1
A13;1.25262645973999;1;1;1;6;13;1
B13;0.71819325548131;1;1;1;6;13;1
B15;0.801908827561419;1;1;1;6;15;1
B0;1.46901864952815;1;1;1;6;0;1
A10;0.885024044415331;1;1;1;6;10;1
A12;1.4022293190792;1;1;1;6;12;1
B3;0.501036084737279;1;1;1;6;3;1
B9;0.667953717522323;1;1;1;6;9;1
B6;1.15307019397733;1;1;1;6;6;1
B11;1.6200804853579;1;1;1;6;11;1
A1;0.701120134472148;1;1;1;6;1;1
B8;0.801880131330108;1;1;1;6;8;1
B12;0.869262265376165;1;1;1;6;12;1
A4;0.651229859780869;1;1;1;6;4;1
A0;0.518358409797656;1;1;1;6;0;1
B4;0.718425090773962;1;1;1;6;4;1
B17;1.70339468788006;1;1;1;6;17;1
B16;1.33639262778161;1;1;1;6;16;1
B14;1.70341167906008;1;1;1;6;14;1
A7;1.03552441595821;1;1;1;6;7;1
A9;0.550821391676436;1;1;1;6;9;1
B2;2.9391203415580094;1;0;2;1;2;0
A6;1.4029367500916123;1;1;2;1;6;1
B11;na;0;0;2;1;11;0
A15;2.3212346294894814;0;0;2;1;15;0
B1;1.4529922921210527;0;0;2;1;1;0
A11;1.8542178445495665;0;0;2;1;11;0
A1;1.5198973882943392;1;1;2;1;1;1
B4;1.887156127486378;0;1;2;1;4;0
A9;1.035836972296238;0;0;2;1;9;0
A16;2.454875288531184;1;1;2;1;16;1
B15;2.0873295883648098;1;0;2;1;15;0
A0;2.538362612016499;0;0;2;1;0;0
B12;0.7851639343425632;1;1;2;1;12;1
A3;1.4537946516647935;0;1;2;1;3;0
A14;2.4715511556714773;1;1;2;1;14;1
B8;2.6051986110396683;0;0;2;1;8;0
A12;0.6022145883180201;1;1;2;1;12;1
A2;1.8202676442451775;1;0;2;1;2;0
B14;3.357210551854223;1;0;2;1;14;0
A7;2.638493708334863;0;0;2;1;7;0
B6;1.2026726696640253;1;1;2;1;6;1
A4;2.4047223306261003;1;1;2;1;4;1
B10;1.369553676340729;1;1;2;1;10;1
A13;1.0187997603788972;1;1;2;1;13;1
A17;2.0541707980446517;0;0;2;1;17;0
B3;1.4695764067582786;1;0;2;1;3;0
B0;1.2860210435464978;1;1;2;1;0;1
B7;3.0058989487588406;1;0;2;1;7;0
B17;2.287857597693801;0;0;2;1;17;0
B16;3.9410444949753582;0;0;2;1;16;0
B5;1.3194599985145032;0;1;2;1;5;0
A8;2.5715482109226286;0;0;2;1;8;0
A10;2.9392955396324396;1;0;2;1;10;0
B9;1.2361878962256014;0;1;2;1;9;0
A5;1.5706937448121607;0;0;2;1;5;0
B13;1.2524748551659286;0;1;2;1;13;0
A13;2.27119985409081;1;0;2;2;13;0
B8;1.65306720416993;1;1;2;2;8;1
B12;1.2196653271094;1;1;2;2;12;1
B16;1.35286044050008;1;1;2;2;16;1
A7;2.82232583872974;1;0;2;2;7;0
A9;0.651309564244002;1;1;2;2;9;1
A0;2.92249695863575;0;0;2;2;0;0
B1;2.95587059250101;0;0;2;2;1;0
B9;0.601385043002665;1;1;2;2;9;1
B6;1.53652303759009;1;1;2;2;6;1
A16;0.618073747493327;1;1;2;2;16;1
A8;2.88880728930235;1;0;2;2;8;0
B0;0.517800303176045;1;0;2;2;0;0
B17;0.517759902402759;1;1;2;2;17;1
A15;2.73856137087569;1;1;2;2;15;1
A4;2.17102911230177;1;0;2;2;4;0
B5;2.70552642736584;1;0;2;2;5;0
A5;2.53863371536136;1;0;2;2;5;0
B2;3.28991919010878;0;0;2;2;2;0
A17;0.96865737484768;1;0;2;2;17;0
B7;2.33789992425591;1;1;2;2;7;1
A14;1.93744803545997;0;0;2;2;14;0
A3;0.835011429619044;0;1;2;2;3;0
A12;1.68772574653849;1;1;2;2;12;1
B13;1.78704466531053;1;0;2;2;13;0
A6;0.55117469234392;1;1;2;2;6;1
B4;1.67001228639856;1;1;2;2;4;1
A1;1.92054637474939;0;0;2;2;1;0
B10;2.55510380072519;0;0;2;2;10;0
A11;1.87084462633356;1;1;2;2;11;1
A10;0.98500021500513;0;1;2;2;10;0
A2;1.15241323364899;0;0;2;2;2;0
B14;1.13571546692401;0;1;2;2;14;0
B3;1.20207646954805;0;1;2;2;3;0
B15;1.67016256367788;1;1;2;2;15;1
B11;0.80181148275733;1;1;2;2;11;1
B17;0.751598866656423;1;1;2;3;17;1
B0;1.23585826810449;1;0;2;3;0;0
A12;0.517980786971748;1;1;2;3;12;1
A17;0.751736306585371;1;1;2;3;17;1
A6;0.835096007212996;1;1;2;3;6;1
B4;0.667975236661732;1;1;2;3;4;1
B9;0.484579590149224;1;1;2;3;9;1
B8;1.40320030180737;0;1;2;3;8;0
B1;1.06886096624658;1;1;2;3;1;1
A3;0.651377151254565;1;1;2;3;3;1
B2;1.26926437392831;1;1;2;3;2;1
A5;1.95358207402751;1;1;2;3;5;1
A1;0.517855807673186;1;1;2;3;1;1
B14;1.8039614292793;1;1;2;3;14;1
A14;0.518779748585075;1;1;2;3;14;1
A13;1.08564104605466;1;1;2;3;13;1
A4;1.18545082071796;1;1;2;3;4;1
A9;0.668330162763596;1;1;2;3;9;1
B12;0.467863699421287;1;1;2;3;12;1
A16;2.37055011326447;0;0;2;3;16;0
B5;1.08555911062285;1;1;2;3;5;1
B16;0.684861038811505;0;1;2;3;16;0
A8;0.851787355728447;1;1;2;3;8;1
B11;0.835203618276864;1;1;2;3;11;1
A0;1.15204471442848;1;0;2;3;0;0
B13;0.818388423882425;1;0;2;3;13;0
A15;1.40278345206752;1;1;2;3;15;1
A10;0.901832703035325;1;1;2;3;10;1
B15;0.584627240430564;1;1;2;3;15;1
A7;0.701633189339191;1;1;2;3;7;1
B10;0.552223612554371;1;1;2;3;10;1
B7;0.48456448642537;1;1;2;3;7;1
B3;1.40307607734576;0;0;2;3;3;0
B6;0.434438714757562;1;1;2;3;6;1
A11;1.13592729019001;1;1;2;3;11;1
A2;0.63464766740799;1;1;2;3;2;1
A14;2.08749949978665;1;0;2;4;14;0
A16;1.85370320174843;1;1;2;4;16;1
A2;0.551264934241772;1;1;2;4;2;1
B5;0.835418461821973;1;1;2;4;5;1
B10;1.36920667951927;1;1;2;4;10;1
A15;1.28651945060119;1;1;2;4;15;1
B17;0.801254173275083;1;1;2;4;17;1
B3;0.968345492612571;1;1;2;4;3;1
B0;1.50301573984325;0;1;2;4;0;0
B2;0.885207809042186;1;1;2;4;2;1
A9;0.518179772421718;1;1;2;4;9;1
B11;1.31955288350582;0;1;2;4;11;0
A11;0.90213136933744;1;1;2;4;11;1
B4;1.13585479417816;1;1;2;4;4;1
A8;0.684789675753564;1;1;2;4;8;1
A5;1.23601081129164;1;1;2;4;5;1
B13;0.551233217585832;1;1;2;4;13;1
B7;2.52241358859465;1;1;2;4;7;1
A3;1.16910344874486;1;1;2;4;3;1
B8;0.667976369615644;1;1;2;4;8;1
B6;0.534548288676888;0;1;2;4;6;0
A7;1.58658801903948;0;1;2;4;7;0
A13;1.13592917798087;1;1;2;4;13;1
B1;0.584678591694683;1;1;2;4;1;1
A4;0.968877882231027;1;1;2;4;4;1
B14;0.801783164497465;1;1;2;4;14;1
B16;0.484008687082678;1;1;2;4;16;1
A10;0.684544248040766;1;1;2;4;10;1
A17;0.785049149766564;1;1;2;4;17;1
B9;0.467839533928782;1;1;2;4;9;1
A0;1.03634028788656;0;1;2;4;0;0
A1;1.85369867086411;0;1;2;4;1;0
B15;0.484400616493076;1;1;2;4;15;1
A12;0.367865511216223;1;1;2;4;12;1
B12;0.668580121360719;1;1;2;4;12;1
A6;0.734936970751733;1;1;2;4;6;1
A10;1.40290276799351;1;1;2;5;10;1
A11;0.701652068179101;1;1;2;5;11;1
B1;1.61976531054825;1;1;2;5;1;1
A3;0.450396422296762;1;1;2;5;3;1
B13;0.517614156007767;1;1;2;5;13;1
B7;1.21943651279435;1;1;2;5;7;1
B6;0.517855430487543;1;1;2;5;6;1
A6;0.618059021886438;1;1;2;5;6;1
A16;0.484462917316705;1;1;2;5;16;1
B10;0.617916673887521;1;1;2;5;10;1
A14;0.768378946464509;1;1;2;5;14;1
A7;0.501205616164953;1;1;2;5;7;1
A1;0.75259794620797;1;1;2;5;1;1
B9;0.434396802913398;1;1;2;5;9;1
A5;0.533724406734109;1;1;2;5;5;1
B0;1.13548061158508;1;1;2;5;0;1
B3;0.517804456874728;1;1;2;5;3;1
A15;1.1690592719242;1;1;2;5;15;1
B5;1.10221798671409;0;1;2;5;5;0
B11;1.16922503011301;1;1;2;5;11;1
A9;0.43447836022824;1;1;2;5;9;1
B8;0.601264594588429;1;1;2;5;8;1
B15;0.567862264346331;1;0;2;5;15;0
A17;2.23774126498029;1;1;2;5;17;1
A4;1.01866269856691;1;1;2;5;4;1
B12;1.15285726916045;1;1;2;5;12;1
A2;0.868386573623866;1;1;2;5;2;1
B17;0.468764607328922;1;1;2;5;17;1
A12;0.517995135392994;1;1;2;5;12;1
B14;1.03511956892908;1;1;2;5;14;1
B16;1.11944700963795;1;1;2;5;16;1
A0;0.734856923110783;1;1;2;5;0;1
A8;0.567817709874362;1;1;2;5;8;1
A13;1.62017800658941;1;1;2;5;13;1
B4;0.818541343789548;1;1;2;5;4;1
B2;0.569192482624203;1;1;2;5;2;1
B10;1.12353961076587;1;1;2;6;10;1
A8;0.968528241850436;1;1;2;6;8;1
B7;1.08565765945241;1;1;2;6;7;1
A10;0.718151604756713;1;1;2;6;10;1
B13;1.88728526048362;1;1;2;6;13;1
A17;0.701628280803561;1;1;2;6;17;1
A6;0.484421005938202;1;1;2;6;6;1
B5;1.28627930907533;1;1;2;6;5;1
B17;0.467560124117881;1;1;2;6;17;1
A14;0.634986358229071;1;1;2;6;14;1
B2;0.718202955555171;1;1;2;6;2;1
B1;0.618015222717077;1;1;2;6;1;1
B16;0.768343831412494;1;1;2;6;16;1
A5;0.718462354037911;1;1;2;6;5;1
A11;0.551365370862186;1;1;2;6;11;1
A16;0.902059629093856;1;1;2;6;16;1
A9;0.651510437484831;1;1;2;6;9;1
A13;0.551202255766839;1;1;2;6;13;1
B8;0.701497637201101;1;1;2;6;8;1
A1;0.718474814202636;1;1;2;6;1;1
A0;0.701516516506672;1;1;2;6;0;1
B9;0.784792772028595;1;1;2;6;9;1
B12;0.651476832572371;1;1;2;6;12;1
A12;0.534530164673924;1;1;2;6;12;1
A3;0.567963456269354;1;1;2;6;3;1
B6;0.701285814400762;1;1;2;6;6;1
B4;1.77021096972749;1;1;2;6;4;1
B0;0.901798720471561;1;1;2;6;0;1
A7;0.835303677245975;1;1;2;6;7;1
A4;0.835227783303708;1;1;2;6;4;1
B14;0.768321931827813;1;1;2;6;14;1
B11;0.801681972574443;1;1;2;6;11;1
B15;0.651251039002091;1;1;2;6;15;1
A15;0.567934759892523;1;1;2;6;15;1
A2;0.634701284114271;1;1;2;6;2;1
B3;0.618094136938453;1;1;2;6;3;1
A0;2.4044232862070203;1;0;3;1;0;0
A13;2.1711669294163585;0;1;3;1;13;0
A6;1.4532082686200738;1;1;3;1;6;1
B1;1.1525197117589414;0;1;3;1;1;0
B17;1.5031901821494102;1;1;3;1;17;1
B0;1.5194216361269355;1;1;3;1;0;1
B2;1.9372237524949014;1;1;3;1;2;1
A1;0.7851005010306835;0;1;3;1;1;0
B15;3.5064717391505837;1;0;3;1;15;0
A2;2.571718499530107;0;0;3;1;2;0
A15;2.437830524984747;1;0;3;1;15;0
B5;3.356584145221859;1;1;3;1;5;1
A8;2.0877445498481393;1;1;3;1;8;1
B11;1.853793821297586;0;0;3;1;11;0
B4;1.2026839973405004;1;1;3;1;4;1
B10;0.9352973336353898;1;1;3;1;10;1
B8;2.7387860319577157;1;0;3;1;8;0
B9;1.2359111295081675;1;1;3;1;9;1
B6;0.6849614754319191;0;0;3;1;6;0
B16;1.4528095428831875;1;0;3;1;16;0
A9;1.1357173547148705;1;1;3;1;9;1
B7;1.1858200947754085;0;1;3;1;7;0
A10;2.1711778794415295;1;0;3;1;10;0
B12;na;0;0;3;1;12;0
A4;0.8181743351742625;1;0;3;1;4;0
B13;1.6702290182001889;0;0;3;1;13;0
B14;2.454940232913941;1;0;3;1;14;0
A3;2.0377297862432897;0;1;3;1;3;0
A7;1.2862313562072814;1;0;3;1;7;0
B3;0.7517321528866887;1;0;3;1;3;0
A11;1.954774474259466;1;0;3;1;11;0
A17;0.9019852457568049;0;1;3;1;17;0
A14;1.7036052946932614;1;1;3;1;14;1
A12;1.101979732979089;1;1;3;1;12;1
A5;1.4528325754217803;1;1;3;1;5;1
A16;1.8370809513144195;1;0;3;1;16;0
A16;1.20232944888994;0;1;3;2;16;0
B7;1.70346861053258;1;1;3;2;7;1
A3;1.50291152764112;1;0;3;2;3;0
B8;1.8702774993144;1;0;3;2;8;0
B4;1.41932263504714;1;1;3;2;4;1
A0;0.901860644109547;1;1;3;2;0;1
B15;1.83713532239199;1;1;3;2;15;1
A10;1.05268690455705;0;1;3;2;10;0
A5;1.36954423692077;1;1;3;2;5;1
B12;1.10220477124676;1;1;3;2;12;1
B13;0.802776202559471;1;1;3;2;13;1
B14;1.01886697020382;0;1;3;2;14;0
B5;0.936118194833398;1;1;3;2;5;1
A9;3.10630265856162;1;0;3;2;9;0
A17;0.918755885679275;1;1;3;2;17;1
B9;0.702725531067699;1;0;3;2;9;0
A7;1.15210550511256;1;1;3;2;7;1
A6;0.668224440421909;1;1;3;2;6;1
B0;0.968661150429398;0;1;3;2;0;0
B11;2.4047144013457;1;1;3;2;11;1
B1;0.718034177087247;0;1;3;2;1;0
B16;0.851803969126195;1;1;3;2;16;1
A11;0.868397523649037;1;1;3;2;11;1
B17;0.71838608244434;0;0;3;2;17;0
B10;1.05241240281612;1;1;3;2;10;1
A12;1.00265326211229;1;1;3;2;12;1
A15;0.701705306768417;1;1;3;2;15;1
B3;0.534439922776073;1;1;3;2;3;1
A14;0.635664870962501;0;1;3;2;14;0
A1;0.684774950146675;1;1;3;2;1;1
B6;0.567876235116273;1;1;3;2;6;1
A2;0.835213812533766;1;1;3;2;2;1
A13;1.35260783927515;1;1;3;2;13;1
B2;0.734911294654012;1;1;3;2;2;1
A8;0.868520992342383;1;1;3;2;8;1
A4;0.985617937985808;1;1;3;2;4;1
B16;1.60353272408247;1;0;3;3;16;0
B8;0.935057192109525;1;1;3;3;8;1
A15;1.48639273410663;1;1;3;3;15;1
B14;2.67201799713075;0;0;3;3;14;0
B9;0.901989021804184;1;1;3;3;9;1
A7;0.835301788989455;1;1;3;3;7;1
A1;0.618038632441312;1;1;3;3;1;1
A11;0.617930266540498;1;1;3;3;11;1
B5;1.15245250239968;1;1;3;3;5;1
A10;1.11901770019904;1;1;3;3;10;1
A12;0.668318080250174;1;1;3;3;12;1
A16;1.23588394373655;1;1;3;3;16;1
A9;0.701527088880539;1;1;3;3;9;1
B0;0.768355913925916;1;1;3;3;0;1
B10;0.517812763806432;1;1;3;3;10;1
A13;0.584693317301571;1;1;3;3;13;1
A0;0.851851921994239;0;1;3;3;0;0
B4;1.08569692773744;1;1;3;3;4;1
B12;0.818430712912232;1;1;3;3;12;1
B2;0.601423555985093;1;1;3;3;2;1
B13;0.685003009159118;1;1;3;3;13;1
A2;0.60137560358271;1;1;3;3;2;1
A3;1.08553456794471;1;1;3;3;3;1
B17;0.601493786089122;1;1;3;3;17;1
B1;0.568766193464398;0;1;3;3;1;0
A4;1.68665152834728;1;1;3;3;4;1
B15;1.93717277888209;0;0;3;3;15;0
A17;0.718488406855613;1;1;3;3;17;1
B7;0.935322253964841;1;1;3;3;7;1
B11;0.568064648192376;1;1;3;3;11;1
B6;0.535101444460452;1;1;3;3;6;1
B3;0.651725658681244;1;1;3;3;3;1
A6;0.567883031442761;1;1;3;3;6;1
A14;2.0207752645947;1;1;3;3;14;1
A5;2.15530663728714;1;1;3;3;5;1
A8;0.650689198635519;1;1;3;3;8;1
A2;0.668102859053761;1;1;3;4;2;1
A15;1.83778136409819;1;1;3;4;15;1
A12;0.651297859381884;1;1;3;4;12;1
B10;0.701455725822598;1;1;3;4;10;1
A8;0.684505357407033;1;1;3;4;8;1
A1;1.00205668434501;1;1;3;4;1;1
B14;0.768683277070522;1;1;3;4;14;1
B4;0.902131746988744;1;1;3;4;4;1
B11;0.651670531835407;1;1;3;4;11;1
B8;1.51977769564837;1;1;3;4;8;1
B0;1.11898220796138;1;1;3;4;0;1
A14;0.584111087489873;1;1;3;4;14;1
B1;0.618224402423948;1;1;3;4;1;1
B6;0.568062759935856;1;1;3;4;6;1
B15;0.734940368682146;1;1;3;4;15;1
B12;0.634596694260836;1;1;3;4;12;1
B17;0.768576421309263;1;1;3;4;17;1
B3;0.467426838353276;1;1;3;4;3;1
B5;0.534577362239361;1;1;3;4;5;1
A10;0.668186304625124;1;1;3;4;10;1
A0;1.03542087832466;1;1;3;4;0;1
A17;0.56809787498787;1;1;3;4;17;1
B2;0.584681990090758;1;1;3;4;2;1
B7;0.935261840932071;1;1;3;4;7;1
B16;1.00224132137373;1;1;3;4;16;1
A16;0.75177972856909;1;1;3;4;16;1
A6;0.918636192567647;1;1;3;4;6;1
A3;0.668359992094338;1;1;3;4;3;1
A4;0.851308960001916;1;1;3;4;4;1
A5;0.918922398705035;1;1;3;4;5;1
A11;0.634078653063625;1;1;3;4;11;1
A7;0.751670229714364;1;1;3;4;7;1
A9;0.818521331995726;1;1;3;4;9;1
B13;0.534682329744101;1;1;3;4;13;1
B9;1.21895736316219;1;1;3;4;9;1
A13;1.26968726469204;1;1;3;4;13;1
B5;0.71824637753889;1;1;3;5;5;1
A6;0.818436376750469;1;1;3;5;6;1
B11;0.868662585504353;1;1;3;5;11;1
A3;1.13576492993161;1;1;3;5;3;1
B17;0.835304810199887;1;1;3;5;17;1
A10;0.717467427719384;1;1;3;5;10;1
B10;0.668087378144264;1;1;3;5;10;1
B7;0.868531941901892;1;1;3;5;7;1
A1;0.75153807643801;1;1;3;5;1;1
A16;0.901475133839995;1;1;3;5;16;1
A13;0.56806917861104;1;1;3;5;13;1
A14;0.650794166140258;1;1;3;5;14;1
B2;0.63476056419313;1;1;3;5;2;1
B12;0.901859888806939;1;1;3;5;12;1
A9;0.785915698390454;1;1;3;5;9;1
B6;0.551225288305432;1;1;3;5;6;1
A0;2.77217892184854;1;1;3;5;0;1
A4;1.00205441843718;1;1;3;5;4;1
B13;0.450822710990906;1;1;3;5;13;1
B14;0.551219624467194;1;1;3;5;14;1
A17;0.601446588523686;1;1;3;5;17;1
B0;0.618254986591637;1;1;3;5;0;1
A7;1.40244098613039;1;1;3;5;7;1
A15;0.785163934342563;1;1;3;5;15;1
B4;1.03562817024067;1;1;3;5;4;1
B15;1.11920535797253;1;1;3;5;15;1
A12;0.651489670388401;1;1;3;5;12;1
A2;0.651434543542564;1;1;3;5;2;1
