session;sub;value;roi
4;3;1,75665321815422e-03;ca1_body_thre_0.5
4;4;4,17685911078445e-02;ca1_body_thre_0.5
4;5;3,87486633990121e-03;ca1_body_thre_0.5
4;6;-7,12966265732972e-03;ca1_body_thre_0.5
4;7;2,21820758618661e-02;ca1_body_thre_0.5
4;9;-7,89779070256005e-03;ca1_body_thre_0.5
4;10;8,66733257027073e-03;ca1_body_thre_0.5
4;11;2,94690138816438e-04;ca1_body_thre_0.5
4;12;-1,50398052645198e-02;ca1_body_thre_0.5
4;13;-1,60034970684861e-02;ca1_body_thre_0.5
4;14;2,28203522957909e-03;ca1_body_thre_0.5
4;17;-6,79498408894141e-03;ca1_body_thre_0.5
4;18;4,40472780333546e-02;ca1_body_thre_0.5
4;19;1,01137053287880e-02;ca1_body_thre_0.5
4;20;1,52416694221076e-02;ca1_body_thre_0.5
4;21;2,05406188387645e-02;ca1_body_thre_0.5
4;22;-2,92213444132446e-03;ca1_body_thre_0.5
4;23;3,03602800410770e-02;ca1_body_thre_0.5
4;24;2,79405650888268e-02;ca1_body_thre_0.5
4;25;5,60769936478227e-03;ca1_body_thre_0.5
4;26;8,18914586333675e-03;ca1_body_thre_0.5
4;27;1,52011851934660e-02;ca1_body_thre_0.5
4;28;1,91071400490002e-03;ca1_body_thre_0.5
4;29;-2,55130916625143e-04;ca1_body_thre_0.5
4;31;9,23952182394119e-04;ca1_body_thre_0.5
4;32;1,89365888960921e-02;ca1_body_thre_0.5
4;33;-2,10403488771578e-03;ca1_body_thre_0.5
4;35;5,20589610524985e-03;ca1_body_thre_0.5
4;36;-1,21197473411029e-02;ca1_body_thre_0.5
5;1;7,50783288258068e-03;ca1_body_thre_0.5
5;2;1,65252204608341e-02;ca1_body_thre_0.5
5;3;4,37982677170927e-03;ca1_body_thre_0.5
5;4;1,84789440048976e-02;ca1_body_thre_0.5
5;5;1,05218316626166e-02;ca1_body_thre_0.5
5;6;1,25590182012837e-02;ca1_body_thre_0.5
5;7;-4,41238921870200e-03;ca1_body_thre_0.5
5;9;2,74231244352457e-03;ca1_body_thre_0.5
5;10;2,85428789865345e-03;ca1_body_thre_0.5
5;11;2,32189404907205e-03;ca1_body_thre_0.5
5;12;-8,17987158325045e-03;ca1_body_thre_0.5
5;13;6,51777400407579e-03;ca1_body_thre_0.5
5;14;-9,46320652293012e-03;ca1_body_thre_0.5
5;17;-4,58969097353567e-03;ca1_body_thre_0.5
5;18;1,23109706443247e-02;ca1_body_thre_0.5
5;19;-1,30247773053038e-02;ca1_body_thre_0.5
5;20;1,87564774383048e-02;ca1_body_thre_0.5
5;21;1,71617043723044e-02;ca1_body_thre_0.5
5;22;7,63572709255963e-03;ca1_body_thre_0.5
5;23;2,20657205049357e-02;ca1_body_thre_0.5
5;24;-6,25302806986307e-03;ca1_body_thre_0.5
5;25;-2,59268463928984e-02;ca1_body_thre_0.5
5;26;3,17030951414134e-02;ca1_body_thre_0.5
5;27;2,31797592151951e-02;ca1_body_thre_0.5
5;28;-1,16414401477277e-02;ca1_body_thre_0.5
5;29;2,41774780905146e-02;ca1_body_thre_0.5
5;31;2,49641225072685e-02;ca1_body_thre_0.5
5;32;2,50714649469888e-02;ca1_body_thre_0.5
5;33;6,98253395888694e-03;ca1_body_thre_0.5
5;35;-3,03847724289122e-03;ca1_body_thre_0.5
5;36;-1,64260844914808e-02;ca1_body_thre_0.5
1;1;-6,51701624251380e-03;ppa_avg_scene_top_300
1;2;2,17680606933687e-02;ppa_avg_scene_top_300
1;3;1,10898465672078e-02;ppa_avg_scene_top_300
1;4;3,38768306393199e-03;ppa_avg_scene_top_300
1;5;-7,01057891805726e-03;ppa_avg_scene_top_300
1;6;1,12033178944637e-02;ppa_avg_scene_top_300
1;7;-1,54439252138005e-02;ppa_avg_scene_top_300
1;9;-1,28648722066188e-02;ppa_avg_scene_top_300
1;10;-1,14273861971660e-02;ppa_avg_scene_top_300
1;11;-5,33737447685132e-03;ppa_avg_scene_top_300
1;12;1,58073520959905e-03;ppa_avg_scene_top_300
1;13;-9,93049836733156e-03;ppa_avg_scene_top_300
1;14;1,52066839227240e-02;ppa_avg_scene_top_300
1;17;-3,34874989787996e-03;ppa_avg_scene_top_300
1;18;-2,03791303561826e-03;ppa_avg_scene_top_300
1;19;2,69507959817657e-02;ppa_avg_scene_top_300
1;20;-3,02409875543439e-02;ppa_avg_scene_top_300
1;21;9,31768252877110e-03;ppa_avg_scene_top_300
1;22;9,04622336842213e-03;ppa_avg_scene_top_300
1;23;1,85618873548500e-03;ppa_avg_scene_top_300
1;24;-1,40100957602736e-02;ppa_avg_scene_top_300
1;25;-7,40431261056647e-03;ppa_avg_scene_top_300
1;26;5,24223935608613e-03;ppa_avg_scene_top_300
1;27;-3,78678292734855e-03;ppa_avg_scene_top_300
1;28;1,23802120443984e-02;ppa_avg_scene_top_300
1;29;5,17051133032826e-03;ppa_avg_scene_top_300
1;31;8,25821209387775e-03;ppa_avg_scene_top_300
1;32;2,25735577174037e-03;ppa_avg_scene_top_300
1;33;1,40100627468846e-03;ppa_avg_scene_top_300
1;35;1,11249243444767e-02;ppa_avg_scene_top_300
1;36;1,74560053479558e-03;ppa_avg_scene_top_300
2;1;5,34977046624198e-03;ppa_avg_scene_top_300
2;2;-1,78492735796733e-02;ppa_avg_scene_top_300
2;3;4,11903244683554e-03;ppa_avg_scene_top_300
2;4;3,20450682153348e-03;ppa_avg_scene_top_300
2;5;3,44240012255387e-03;ppa_avg_scene_top_300
2;6;1,04624483108603e-02;ppa_avg_scene_top_300
2;7;1,53406106935585e-02;ppa_avg_scene_top_300
2;9;9,57261565611197e-03;ppa_avg_scene_top_300
2;10;4,45120957516494e-03;ppa_avg_scene_top_300
2;11;-2,43479038303859e-02;ppa_avg_scene_top_300
2;12;1,13242143238695e-02;ppa_avg_scene_top_300
2;13;2,14888984747323e-02;ppa_avg_scene_top_300
2;14;1,72225641504021e-04;ppa_avg_scene_top_300
2;17;4,19107074812939e-03;ppa_avg_scene_top_300
2;18;-1,60887394911011e-03;ppa_avg_scene_top_300
2;19;1,45323993450899e-02;ppa_avg_scene_top_300
2;20;1,57105702214238e-02;ppa_avg_scene_top_300
2;21;4,46032403265034e-03;ppa_avg_scene_top_300
2;22;1,13340303282472e-02;ppa_avg_scene_top_300
2;23;-8,18485146918141e-03;ppa_avg_scene_top_300
2;24;3,89106275884172e-03;ppa_avg_scene_top_300
2;25;3,39538175728348e-02;ppa_avg_scene_top_300
2;26;7,98142497708060e-03;ppa_avg_scene_top_300
2;27;-6,68228866043038e-04;ppa_avg_scene_top_300
2;28;4,39974944983895e-03;ppa_avg_scene_top_300
2;29;-2,86325435648795e-03;ppa_avg_scene_top_300
2;31;-8,23533541430043e-03;ppa_avg_scene_top_300
2;32;8,61705552146221e-03;ppa_avg_scene_top_300
2;33;9,44128106017166e-04;ppa_avg_scene_top_300
2;35;-2,86888816449428e-03;ppa_avg_scene_top_300
2;36;-7,75732754958983e-03;ppa_avg_scene_top_300
3;1;-7,93971764528646e-03;ppa_avg_scene_top_300
3;2;-3,05170004288877e-03;ppa_avg_scene_top_300
3;3;5,42702323496998e-03;ppa_avg_scene_top_300
3;4;-3,94420939140750e-03;ppa_avg_scene_top_300
3;5;-2,03293668570870e-02;ppa_avg_scene_top_300
3;6;6,63816467683574e-03;ppa_avg_scene_top_300
3;7;1,98814578356357e-02;ppa_avg_scene_top_300
3;9;1,85455045905733e-02;ppa_avg_scene_top_300
3;10;3,38398363993592e-03;ppa_avg_scene_top_300
3;11;1,87484058346917e-02;ppa_avg_scene_top_300
3;12;-3,08308905572740e-04;ppa_avg_scene_top_300
3;13;1,73245251888940e-03;ppa_avg_scene_top_300
3;14;2,60444490493575e-03;ppa_avg_scene_top_300
3;17;-2,54312268338580e-04;ppa_avg_scene_top_300
3;18;1,19693313290486e-02;ppa_avg_scene_top_300
3;19;-2,00246391525816e-03;ppa_avg_scene_top_300
3;20;-1,17945575717358e-02;ppa_avg_scene_top_300
3;21;-1,80459600477234e-03;ppa_avg_scene_top_300
3;22;-1,52591192065192e-02;ppa_avg_scene_top_300
3;23;-7,62713686628410e-03;ppa_avg_scene_top_300
3;24;-2,10595636387585e-02;ppa_avg_scene_top_300
3;25;8,11588966196368e-03;ppa_avg_scene_top_300
3;26;7,94855279012981e-03;ppa_avg_scene_top_300
3;27;2,11187611876788e-02;ppa_avg_scene_top_300
3;28;1,17588184494205e-02;ppa_avg_scene_top_300
3;29;1,41115775284444e-02;ppa_avg_scene_top_300
3;31;1,19806106388010e-02;ppa_avg_scene_top_300
3;32;4,73477652457569e-03;ppa_avg_scene_top_300
3;33;5,50358072492603e-03;ppa_avg_scene_top_300
3;35;-9,66758617423357e-03;ppa_avg_scene_top_300
3;36;1,68858938773627e-02;ppa_avg_scene_top_300
4;1;1,77289695820014e-03;ppa_avg_scene_top_300
4;2;1,23787165954277e-02;ppa_avg_scene_top_300
4;3;-2,54210471060598e-03;ppa_avg_scene_top_300
4;4;-8,96054704938632e-03;ppa_avg_scene_top_300
4;5;-1,54919497256902e-02;ppa_avg_scene_top_300
4;6;2,05990701441380e-02;ppa_avg_scene_top_300
4;7;3,06188488444150e-03;ppa_avg_scene_top_300
4;9;-1,03240304332448e-02;ppa_avg_scene_top_300
4;10;-1,23480712285849e-02;ppa_avg_scene_top_300
4;11;2,56438102248947e-02;ppa_avg_scene_top_300
4;12;3,82312812385862e-03;ppa_avg_scene_top_300
4;13;1,16958249962923e-02;ppa_avg_scene_top_300
4;14;-4,66193277957418e-03;ppa_avg_scene_top_300
4;17;8,05061691065406e-05;ppa_avg_scene_top_300
4;18;6,17611467869886e-04;ppa_avg_scene_top_300
4;19;1,74616395589541e-03;ppa_avg_scene_top_300
4;20;-1,34175349212314e-02;ppa_avg_scene_top_300
4;21;-2,47961281145978e-03;ppa_avg_scene_top_300
4;22;-1,04120959414164e-02;ppa_avg_scene_top_300
4;23;-5,87152675214358e-03;ppa_avg_scene_top_300
4;24;2,60349983820489e-02;ppa_avg_scene_top_300
4;25;1,64324564910991e-02;ppa_avg_scene_top_300
4;26;8,43197049619778e-03;ppa_avg_scene_top_300
4;27;-7,76710918217682e-04;ppa_avg_scene_top_300
4;28;1,48977678185245e-02;ppa_avg_scene_top_300
4;29;9,80361164463895e-04;ppa_avg_scene_top_300
4;31;8,06053682132001e-04;ppa_avg_scene_top_300
4;32;-1,51928519207577e-02;ppa_avg_scene_top_300
4;33;9,59827318218999e-03;ppa_avg_scene_top_300
4;35;-1,05341158436198e-02;ppa_avg_scene_top_300
4;36;-5,17163610631835e-03;ppa_avg_scene_top_300
5;1;-8,23394003208701e-03;ppa_avg_scene_top_300
5;2;-6,09802082494617e-03;ppa_avg_scene_top_300
5;3;3,85586108309763e-03;ppa_avg_scene_top_300
5;4;-4,33475892286841e-03;ppa_avg_scene_top_300
5;5;6,09012421173786e-03;ppa_avg_scene_top_300
5;6;-1,28167205588293e-02;ppa_avg_scene_top_300
5;7;2,18532810706660e-04;ppa_avg_scene_top_300
5;9;-1,07201188587354e-03;ppa_avg_scene_top_300
5;10;5,42092953835636e-03;ppa_avg_scene_top_300
5;11;2,78324581205838e-03;ppa_avg_scene_top_300
5;12;5,18191969003325e-03;ppa_avg_scene_top_300
5;13;-8,17803213184670e-03;ppa_avg_scene_top_300
5;14;1,64937423371525e-03;ppa_avg_scene_top_300
5;17;5,73839956201818e-03;ppa_avg_scene_top_300
5;18;2,82843202536602e-04;ppa_avg_scene_top_300
5;19;-9,78331726081019e-03;ppa_avg_scene_top_300
5;20;2,44801439865795e-02;ppa_avg_scene_top_300
5;21;-1,75083919584593e-02;ppa_avg_scene_top_300
5;22;7,32632836508463e-03;ppa_avg_scene_top_300
5;23;4,85698311311140e-03;ppa_avg_scene_top_300
5;24;1,53549790327056e-02;ppa_avg_scene_top_300
5;25;1,84711075420652e-03;ppa_avg_scene_top_300
5;26;-1,75938875363325e-03;ppa_avg_scene_top_300
5;27;1,42578858401646e-02;ppa_avg_scene_top_300
5;28;-5,72232893321986e-03;ppa_avg_scene_top_300
5;29;3,11973715394031e-02;ppa_avg_scene_top_300
5;31;1,84404950662527e-04;ppa_avg_scene_top_300
5;32;1,15362443694355e-02;ppa_avg_scene_top_300
5;33;1,68126448031800e-02;ppa_avg_scene_top_300
5;35;2,16181258581423e-02;ppa_avg_scene_top_300
5;36;-1,39726078728168e-02;ppa_avg_scene_top_300
1;1;9,41572740557373e-03;evc_avg_all_top_300
1;2;-7,89298153518692e-03;evc_avg_all_top_300
1;3;3,15192970512990e-03;evc_avg_all_top_300
1;4;4,25522751074344e-02;evc_avg_all_top_300
1;5;-5,83045714044103e-03;evc_avg_all_top_300
1;6;2,68642569297358e-02;evc_avg_all_top_300
1;7;7,28388581991590e-03;evc_avg_all_top_300
1;9;-9,40982030249779e-03;evc_avg_all_top_300
1;10;-3,79315966949490e-03;evc_avg_all_top_300
1;11;2,51606756073677e-02;evc_avg_all_top_300
