"";"sub";"run";"obj";"type";"z";"roi"
"562";20;"learned";"last";"within_pair-across_pair";-0,0121807526767147;"ppa_avg_scene_top_300"
"563";20;"pre-learned";"first";"within_pair-across_pair";-0,0037017243726113;"ppa_avg_scene_top_300"
"564";20;"pre-learned";"last";"within_pair-across_pair";0,00412840707014211;"ppa_avg_scene_top_300"
"565";21;"learned";"first";"within_pair-across_pair";0,0104752570064147;"ppa_avg_scene_top_300"
"566";21;"learned";"last";"within_pair-across_pair";0,00339552080166168;"ppa_avg_scene_top_300"
"567";21;"pre-learned";"first";"within_pair-across_pair";-0,01551539465456;"ppa_avg_scene_top_300"
"568";21;"pre-learned";"last";"within_pair-across_pair";0,00563369471412769;"ppa_avg_scene_top_300"
"569";22;"learned";"first";"within_pair-across_pair";-0,00969106238643935;"ppa_avg_scene_top_300"
"570";22;"learned";"last";"within_pair-across_pair";0,014888314413253;"ppa_avg_scene_top_300"
"571";22;"pre-learned";"first";"within_pair-across_pair";0,004976088891246;"ppa_avg_scene_top_300"
"572";22;"pre-learned";"last";"within_pair-across_pair";0,0108440663276004;"ppa_avg_scene_top_300"
"573";23;"learned";"first";"within_pair-across_pair";0,021427415741915;"ppa_avg_scene_top_300"
"574";23;"learned";"last";"within_pair-across_pair";0,0139229143535855;"ppa_avg_scene_top_300"
"575";23;"pre-learned";"first";"within_pair-across_pair";0,00182863543386572;"ppa_avg_scene_top_300"
"576";23;"pre-learned";"last";"within_pair-across_pair";0,00825833353327092;"ppa_avg_scene_top_300"
"577";24;"learned";"first";"within_pair-across_pair";-0,00457140741396566;"ppa_avg_scene_top_300"
"578";24;"learned";"last";"within_pair-across_pair";0,00622663525376081;"ppa_avg_scene_top_300"
"579";24;"pre-learned";"first";"within_pair-across_pair";-0,00931395438754357;"ppa_avg_scene_top_300"
"580";24;"pre-learned";"last";"within_pair-across_pair";-0,0110759406307796;"ppa_avg_scene_top_300"
"581";25;"learned";"first";"within_pair-across_pair";-0,00118833903932522;"ppa_avg_scene_top_300"
"582";25;"learned";"last";"within_pair-across_pair";0,0282151851527659;"ppa_avg_scene_top_300"
"583";25;"pre-learned";"first";"within_pair-across_pair";0,01502326061923;"ppa_avg_scene_top_300"
"584";25;"pre-learned";"last";"within_pair-across_pair";-0,00184690629574554;"ppa_avg_scene_top_300"
"585";26;"learned";"first";"within_pair-across_pair";0,00355977113538418;"ppa_avg_scene_top_300"
"586";26;"learned";"last";"within_pair-across_pair";0,00828069269147067;"ppa_avg_scene_top_300"
"587";26;"pre-learned";"first";"within_pair-across_pair";-0,00491177764760179;"ppa_avg_scene_top_300"
"588";26;"pre-learned";"last";"within_pair-across_pair";-0,0210286461831378;"ppa_avg_scene_top_300"
"589";27;"learned";"first";"within_pair-across_pair";-0,00212801469949294;"ppa_avg_scene_top_300"
"590";27;"learned";"last";"within_pair-across_pair";0,00504158173265591;"ppa_avg_scene_top_300"
"591";27;"pre-learned";"first";"within_pair-across_pair";-0,0082170016335571;"ppa_avg_scene_top_300"
"592";27;"pre-learned";"last";"within_pair-across_pair";0,00649174655771632;"ppa_avg_scene_top_300"
"593";28;"learned";"first";"within_pair-across_pair";-0,00877224304188717;"ppa_avg_scene_top_300"
"594";28;"learned";"last";"within_pair-across_pair";0,0218662531243814;"ppa_avg_scene_top_300"
"595";28;"pre-learned";"first";"within_pair-across_pair";-0,00438603429432518;"ppa_avg_scene_top_300"
"596";28;"pre-learned";"last";"within_pair-across_pair";0,00813065257950566;"ppa_avg_scene_top_300"
"597";29;"learned";"first";"within_pair-across_pair";-0,00786176709182942;"ppa_avg_scene_top_300"
"598";29;"learned";"last";"within_pair-across_pair";0,025350432911183;"ppa_avg_scene_top_300"
"599";29;"pre-learned";"first";"within_pair-across_pair";0,020636479955929;"ppa_avg_scene_top_300"
"600";29;"pre-learned";"last";"within_pair-across_pair";0,0271367362335348;"ppa_avg_scene_top_300"
"601";31;"learned";"first";"within_pair-across_pair";-0,00443203137942914;"ppa_avg_scene_top_300"
"602";31;"learned";"last";"within_pair-across_pair";0,0119334450974874;"ppa_avg_scene_top_300"
"603";31;"pre-learned";"first";"within_pair-across_pair";-0,00168150720445983;"ppa_avg_scene_top_300"
"604";31;"pre-learned";"last";"within_pair-across_pair";0,00718982333364357;"ppa_avg_scene_top_300"
"605";32;"learned";"first";"within_pair-across_pair";-0,00198048284711412;"ppa_avg_scene_top_300"
"606";32;"learned";"last";"within_pair-across_pair";0,00819351123016501;"ppa_avg_scene_top_300"
"607";32;"pre-learned";"first";"within_pair-across_pair";0,0179198819590987;"ppa_avg_scene_top_300"
"608";32;"pre-learned";"last";"within_pair-across_pair";0,0121504480063339;"ppa_avg_scene_top_300"
"609";33;"learned";"first";"within_pair-across_pair";0,00312816786690973;"ppa_avg_scene_top_300"
"610";33;"learned";"last";"within_pair-across_pair";0,000252338261555192;"ppa_avg_scene_top_300"
"611";33;"pre-learned";"first";"within_pair-across_pair";0,000318024620902122;"ppa_avg_scene_top_300"
"612";33;"pre-learned";"last";"within_pair-across_pair";-0,00844335858064477;"ppa_avg_scene_top_300"
"613";35;"learned";"first";"within_pair-across_pair";0,00219189738156148;"ppa_avg_scene_top_300"
"614";35;"learned";"last";"within_pair-across_pair";-0,00108488854554655;"ppa_avg_scene_top_300"
"615";35;"pre-learned";"first";"within_pair-across_pair";0,0306666922332833;"ppa_avg_scene_top_300"
"616";35;"pre-learned";"last";"within_pair-across_pair";-0,0207889227845348;"ppa_avg_scene_top_300"
"617";36;"learned";"first";"within_pair-across_pair";0,0114572890470542;"ppa_avg_scene_top_300"
"618";36;"learned";"last";"within_pair-across_pair";-0,0134805260105367;"ppa_avg_scene_top_300"
"619";36;"pre-learned";"first";"within_pair-across_pair";-0,00513760764032021;"ppa_avg_scene_top_300"
"620";36;"pre-learned";"last";"within_pair-across_pair";-0,00377601671070643;"ppa_avg_scene_top_300"
"621";1;"learned";"first";"within_item-across_pair";0,0183077211874427;"ppa_avg_scene_top_300"
"622";1;"learned";"last";"within_item-across_pair";0,0189023004660105;"ppa_avg_scene_top_300"
"623";1;"pre-learned";"first";"within_item-across_pair";-0,00793948079874975;"ppa_avg_scene_top_300"
"624";1;"pre-learned";"last";"within_item-across_pair";-0,00209345947956035;"ppa_avg_scene_top_300"
"625";2;"learned";"first";"within_item-across_pair";-0,00668114156862235;"ppa_avg_scene_top_300"
"626";2;"learned";"last";"within_item-across_pair";0,00827738901995576;"ppa_avg_scene_top_300"
"627";2;"pre-learned";"first";"within_item-across_pair";-0,0167570239290401;"ppa_avg_scene_top_300"
"628";2;"pre-learned";"last";"within_item-across_pair";-0,0222637791322765;"ppa_avg_scene_top_300"
"629";3;"learned";"first";"within_item-across_pair";0,0034165461134308;"ppa_avg_scene_top_300"
"630";3;"learned";"last";"within_item-across_pair";0,00319501268793316;"ppa_avg_scene_top_300"
"631";3;"pre-learned";"first";"within_item-across_pair";0,00660030982036654;"ppa_avg_scene_top_300"
"632";3;"pre-learned";"last";"within_item-across_pair";0,00410200816476555;"ppa_avg_scene_top_300"
"633";4;"learned";"first";"within_item-across_pair";0,00612369734859613;"ppa_avg_scene_top_300"
"634";4;"learned";"last";"within_item-across_pair";0,000585193904978498;"ppa_avg_scene_top_300"
"635";4;"pre-learned";"first";"within_item-across_pair";-0,00584535304930916;"ppa_avg_scene_top_300"
"636";4;"pre-learned";"last";"within_item-across_pair";0,000680710201334036;"ppa_avg_scene_top_300"
"637";5;"learned";"first";"within_item-across_pair";0,0243343555298234;"ppa_avg_scene_top_300"
"638";5;"learned";"last";"within_item-across_pair";0,0102417122698955;"ppa_avg_scene_top_300"
"639";5;"pre-learned";"first";"within_item-across_pair";-0,00354923032464549;"ppa_avg_scene_top_300"
"640";5;"pre-learned";"last";"within_item-across_pair";-0,00119413399409722;"ppa_avg_scene_top_300"
"641";6;"learned";"first";"within_item-across_pair";0,0118890709837658;"ppa_avg_scene_top_300"
"642";6;"learned";"last";"within_item-across_pair";0,0322043658252973;"ppa_avg_scene_top_300"
"643";6;"pre-learned";"first";"within_item-across_pair";-0,0119531204922224;"ppa_avg_scene_top_300"
"644";6;"pre-learned";"last";"within_item-across_pair";0,0289098112552852;"ppa_avg_scene_top_300"
"645";7;"learned";"first";"within_item-across_pair";-0,010301133330999;"ppa_avg_scene_top_300"
"646";7;"learned";"last";"within_item-across_pair";-0,0117044353531207;"ppa_avg_scene_top_300"
"647";7;"pre-learned";"first";"within_item-across_pair";-0,00930647833448875;"ppa_avg_scene_top_300"
"648";7;"pre-learned";"last";"within_item-across_pair";-0,0013755819121979;"ppa_avg_scene_top_300"
"649";9;"learned";"first";"within_item-across_pair";0,00185707129941512;"ppa_avg_scene_top_300"
"650";9;"learned";"last";"within_item-across_pair";0,0151936548377263;"ppa_avg_scene_top_300"
"651";9;"pre-learned";"first";"within_item-across_pair";-0,0173994021736053;"ppa_avg_scene_top_300"
"652";9;"pre-learned";"last";"within_item-across_pair";-0,00553263956136381;"ppa_avg_scene_top_300"
"653";10;"learned";"first";"within_item-across_pair";-0,0180751506543405;"ppa_avg_scene_top_300"
"654";10;"learned";"last";"within_item-across_pair";0,012956109540111;"ppa_avg_scene_top_300"
"655";10;"pre-learned";"first";"within_item-across_pair";0,00505841259788167;"ppa_avg_scene_top_300"
"656";10;"pre-learned";"last";"within_item-across_pair";-0,0118507487760151;"ppa_avg_scene_top_300"
"657";11;"learned";"first";"within_item-across_pair";0,0111211881891205;"ppa_avg_scene_top_300"
"658";11;"learned";"last";"within_item-across_pair";-0,0064173187072698;"ppa_avg_scene_top_300"
"659";11;"pre-learned";"first";"within_item-across_pair";0,00286509561549157;"ppa_avg_scene_top_300"
"660";11;"pre-learned";"last";"within_item-across_pair";0,0198298896535299;"ppa_avg_scene_top_300"
"661";12;"learned";"first";"within_item-across_pair";-0,0124951519837861;"ppa_avg_scene_top_300"
"662";12;"learned";"last";"within_item-across_pair";-0,0159386164897691;"ppa_avg_scene_top_300"
"663";12;"pre-learned";"first";"within_item-across_pair";-0,0152047161785444;"ppa_avg_scene_top_300"
"664";12;"pre-learned";"last";"within_item-across_pair";0,00356315188465697;"ppa_avg_scene_top_300"
"665";13;"learned";"first";"within_item-across_pair";-0,000168692974733306;"ppa_avg_scene_top_300"
"666";13;"learned";"last";"within_item-across_pair";-0,00824164223888205;"ppa_avg_scene_top_300"
"667";13;"pre-learned";"first";"within_item-across_pair";0,0148638762398243;"ppa_avg_scene_top_300"
"668";13;"pre-learned";"last";"within_item-across_pair";0,0174823883075867;"ppa_avg_scene_top_300"
"669";14;"learned";"first";"within_item-across_pair";-0,0163814604344417;"ppa_avg_scene_top_300"
"670";14;"learned";"last";"within_item-across_pair";-0,00217310238681515;"ppa_avg_scene_top_300"
"671";14;"pre-learned";"first";"within_item-across_pair";0,0150575479048259;"ppa_avg_scene_top_300"
"672";14;"pre-learned";"last";"within_item-across_pair";0,0149477887017597;"ppa_avg_scene_top_300"
"673";17;"learned";"first";"within_item-across_pair";0,0131121202795389;"ppa_avg_scene_top_300"
"674";17;"learned";"last";"within_item-across_pair";0,0037970120629729;"ppa_avg_scene_top_300"
"675";17;"pre-learned";"first";"within_item-across_pair";-0,0205925201648839;"ppa_avg_scene_top_300"
"676";17;"pre-learned";"last";"within_item-across_pair";-0,00978493559556463;"ppa_avg_scene_top_300"
"677";18;"learned";"first";"within_item-across_pair";0,00504696098091724;"ppa_avg_scene_top_300"
"678";18;"learned";"last";"within_item-across_pair";0,000556938787752005;"ppa_avg_scene_top_300"
"679";18;"pre-learned";"first";"within_item-across_pair";-0,00176997957016292;"ppa_avg_scene_top_300"
"680";18;"pre-learned";"last";"within_item-across_pair";-0,0180805138706993;"ppa_avg_scene_top_300"
"681";19;"learned";"first";"within_item-across_pair";0,00618129809984937;"ppa_avg_scene_top_300"
"682";19;"learned";"last";"within_item-across_pair";-0,010288651152201;"ppa_avg_scene_top_300"
"683";19;"pre-learned";"first";"within_item-across_pair";-0,00679567056581414;"ppa_avg_scene_top_300"
"684";19;"pre-learned";"last";"within_item-across_pair";-0,00975946621494452;"ppa_avg_scene_top_300"
"685";20;"learned";"first";"within_item-across_pair";-0,0191443381888987;"ppa_avg_scene_top_300"
"686";20;"learned";"last";"within_item-across_pair";0,0033899316284503;"ppa_avg_scene_top_300"
"687";20;"pre-learned";"first";"within_item-across_pair";-0,0230725918901853;"ppa_avg_scene_top_300"
"688";20;"pre-learned";"last";"within_item-across_pair";-0,00138831281778163;"ppa_avg_scene_top_300"
"689";21;"learned";"first";"within_item-across_pair";-0,0162361167188723;"ppa_avg_scene_top_300"
"690";21;"learned";"last";"within_item-across_pair";0,0134047004805865;"ppa_avg_scene_top_300"
"691";21;"pre-learned";"first";"within_item-across_pair";-0,0292419483132513;"ppa_avg_scene_top_300"
"692";21;"pre-learned";"last";"within_item-across_pair";-0,00500203218277559;"ppa_avg_scene_top_300"
"693";22;"learned";"first";"within_item-across_pair";-0,00304353403862023;"ppa_avg_scene_top_300"
"694";22;"learned";"last";"within_item-across_pair";-0,00242708566262519;"ppa_avg_scene_top_300"
"695";22;"pre-learned";"first";"within_item-across_pair";0,0112715164217609;"ppa_avg_scene_top_300"
"696";22;"pre-learned";"last";"within_item-across_pair";0,00571430528887659;"ppa_avg_scene_top_300"
"697";23;"learned";"first";"within_item-across_pair";0,00825083286911737;"ppa_avg_scene_top_300"
"698";23;"learned";"last";"within_item-across_pair";0,0149520840787379;"ppa_avg_scene_top_300"
"699";23;"pre-learned";"first";"within_item-across_pair";0,0140489675054381;"ppa_avg_scene_top_300"
"700";23;"pre-learned";"last";"within_item-across_pair";0,00922753544399805;"ppa_avg_scene_top_300"
"701";24;"learned";"first";"within_item-across_pair";-0,0053699184692978;"ppa_avg_scene_top_300"
"702";24;"learned";"last";"within_item-across_pair";-0,00606939078083779;"ppa_avg_scene_top_300"
"703";24;"pre-learned";"first";"within_item-across_pair";-0,00430203994028494;"ppa_avg_scene_top_300"
"704";24;"pre-learned";"last";"within_item-across_pair";-0,0208418950384521;"ppa_avg_scene_top_300"
"705";25;"learned";"first";"within_item-across_pair";0,00880148200384888;"ppa_avg_scene_top_300"
"706";25;"learned";"last";"within_item-across_pair";0,00220292602576843;"ppa_avg_scene_top_300"
"707";25;"pre-learned";"first";"within_item-across_pair";-0,00963469287034591;"ppa_avg_scene_top_300"
"708";25;"pre-learned";"last";"within_item-across_pair";0,0207459438075611;"ppa_avg_scene_top_300"
"709";26;"learned";"first";"within_item-across_pair";0,00257268829224764;"ppa_avg_scene_top_300"
"710";26;"learned";"last";"within_item-across_pair";0,00395839874183101;"ppa_avg_scene_top_300"
"711";26;"pre-learned";"first";"within_item-across_pair";-0,0176758989589869;"ppa_avg_scene_top_300"
"712";26;"pre-learned";"last";"within_item-across_pair";-0,0156292180266185;"ppa_avg_scene_top_300"
"713";27;"learned";"first";"within_item-across_pair";-0,0115583630614961;"ppa_avg_scene_top_300"
"714";27;"learned";"last";"within_item-across_pair";0,00195693447758376;"ppa_avg_scene_top_300"
"715";27;"pre-learned";"first";"within_item-across_pair";-0,0182130673610712;"ppa_avg_scene_top_300"
"716";27;"pre-learned";"last";"within_item-across_pair";-0,019601816157537;"ppa_avg_scene_top_300"
"717";28;"learned";"first";"within_item-across_pair";0,00845176401675263;"ppa_avg_scene_top_300"
"718";28;"learned";"last";"within_item-across_pair";-0,00483489826624438;"ppa_avg_scene_top_300"
"719";28;"pre-learned";"first";"within_item-across_pair";0,00707146826324611;"ppa_avg_scene_top_300"
"720";28;"pre-learned";"last";"within_item-across_pair";0,00593489225299186;"ppa_avg_scene_top_300"
"721";29;"learned";"first";"within_item-across_pair";-0,0199244655759122;"ppa_avg_scene_top_300"
"722";29;"learned";"last";"within_item-across_pair";0,0122559531867758;"ppa_avg_scene_top_300"
"723";29;"pre-learned";"first";"within_item-across_pair";-0,0208465935475964;"ppa_avg_scene_top_300"
"724";29;"pre-learned";"last";"within_item-across_pair";-0,0102659390581402;"ppa_avg_scene_top_300"
"725";31;"learned";"first";"within_item-across_pair";0,000936805145405401;"ppa_avg_scene_top_300"
"726";31;"learned";"last";"within_item-across_pair";0,000254537091057485;"ppa_avg_scene_top_300"
"727";31;"pre-learned";"first";"within_item-across_pair";0,00382210608654493;"ppa_avg_scene_top_300"
"728";31;"pre-learned";"last";"within_item-across_pair";0,00253192130095439;"ppa_avg_scene_top_300"
"729";32;"learned";"first";"within_item-across_pair";-0,00134749843845962;"ppa_avg_scene_top_300"
"730";32;"learned";"last";"within_item-across_pair";-0,00851870501485726;"ppa_avg_scene_top_300"
"731";32;"pre-learned";"first";"within_item-across_pair";0,0119750228574821;"ppa_avg_scene_top_300"
"732";32;"pre-learned";"last";"within_item-across_pair";-0,0106939804857504;"ppa_avg_scene_top_300"
"733";33;"learned";"first";"within_item-across_pair";0,0112732325104032;"ppa_avg_scene_top_300"
"734";33;"learned";"last";"within_item-across_pair";-0,00199098529044497;"ppa_avg_scene_top_300"
"735";33;"pre-learned";"first";"within_item-across_pair";0,00469630126921143;"ppa_avg_scene_top_300"
"736";33;"pre-learned";"last";"within_item-across_pair";-0,0151230743043856;"ppa_avg_scene_top_300"
"737";35;"learned";"first";"within_item-across_pair";0,0227488510929802;"ppa_avg_scene_top_300"
"738";35;"learned";"last";"within_item-across_pair";0,0039734944569378;"ppa_avg_scene_top_300"
"739";35;"pre-learned";"first";"within_item-across_pair";0,0179290955993172;"ppa_avg_scene_top_300"
"740";35;"pre-learned";"last";"within_item-across_pair";0,00503979577129723;"ppa_avg_scene_top_300"
"741";36;"learned";"first";"within_item-across_pair";0,00553266362787416;"ppa_avg_scene_top_300"
"742";36;"learned";"last";"within_item-across_pair";-0,00024847336143698;"ppa_avg_scene_top_300"
"743";36;"pre-learned";"first";"within_item-across_pair";-0,000132921800245695;"ppa_avg_scene_top_300"
"744";36;"pre-learned";"last";"within_item-across_pair";-0,00725697696909825;"ppa_avg_scene_top_300"
"745";1;"learned";"first";"within_pair-across_pair";-0,00635993690746955;"evc_avg_all_top_300"
"746";1;"learned";"last";"within_pair-across_pair";-0,0132426644467517;"evc_avg_all_top_300"
"747";1;"pre-learned";"first";"within_pair-across_pair";0,014174525443812;"evc_avg_all_top_300"
"748";1;"pre-learned";"last";"within_pair-across_pair";0,0124566076100577;"evc_avg_all_top_300"
"749";2;"learned";"first";"within_pair-across_pair";0,0222345192551652;"evc_avg_all_top_300"
"750";2;"learned";"last";"within_pair-across_pair";0,028289325067882;"evc_avg_all_top_300"
"751";2;"pre-learned";"first";"within_pair-across_pair";0,00274140480176942;"evc_avg_all_top_300"
"752";2;"pre-learned";"last";"within_pair-across_pair";-0,0102763314457731;"evc_avg_all_top_300"
"753";3;"learned";"first";"within_pair-across_pair";-0,00697241553941389;"evc_avg_all_top_300"
"754";3;"learned";"last";"within_pair-across_pair";-0,00454171545042016;"evc_avg_all_top_300"
"755";3;"pre-learned";"first";"within_pair-across_pair";-0,0153917283797182;"evc_avg_all_top_300"
"756";3;"pre-learned";"last";"within_pair-across_pair";0,0128208735682409;"evc_avg_all_top_300"
"757";4;"learned";"first";"within_pair-across_pair";-0,0196656783702632;"evc_avg_all_top_300"
"758";4;"learned";"last";"within_pair-across_pair";0,0245818013567071;"evc_avg_all_top_300"
"759";4;"pre-learned";"first";"within_pair-across_pair";0,0217237318264569;"evc_avg_all_top_300"
"760";4;"pre-learned";"last";"within_pair-across_pair";0,0157665077389168;"evc_avg_all_top_300"
"761";5;"learned";"first";"within_pair-across_pair";-0,000225039098974476;"evc_avg_all_top_300"
"762";5;"learned";"last";"within_pair-across_pair";-0,0228400000083976;"evc_avg_all_top_300"
"763";5;"pre-learned";"first";"within_pair-across_pair";-0,00899767306237063;"evc_avg_all_top_300"
"764";5;"pre-learned";"last";"within_pair-across_pair";0,0255604790506186;"evc_avg_all_top_300"
"765";6;"learned";"first";"within_pair-across_pair";0,00959353153467182;"evc_avg_all_top_300"
"766";6;"learned";"last";"within_pair-across_pair";0,0417123432368642;"evc_avg_all_top_300"
"767";6;"pre-learned";"first";"within_pair-across_pair";0,0189394486646706;"evc_avg_all_top_300"
"768";6;"pre-learned";"last";"within_pair-across_pair";-0,000595137422358668;"evc_avg_all_top_300"
"769";7;"learned";"first";"within_pair-across_pair";-0,0241359785388786;"evc_avg_all_top_300"
"770";7;"learned";"last";"within_pair-across_pair";0,0305526673826567;"evc_avg_all_top_300"
"771";7;"pre-learned";"first";"within_pair-across_pair";0,0129889991798289;"evc_avg_all_top_300"
"772";7;"pre-learned";"last";"within_pair-across_pair";-0,00213571241069104;"evc_avg_all_top_300"
"773";9;"learned";"first";"within_pair-across_pair";-0,0215482844397878;"evc_avg_all_top_300"
"774";9;"learned";"last";"within_pair-across_pair";-0,00562879246331873;"evc_avg_all_top_300"
"775";9;"pre-learned";"first";"within_pair-across_pair";-0,011863726383315;"evc_avg_all_top_300"
"776";9;"pre-learned";"last";"within_pair-across_pair";0,00416766287211393;"evc_avg_all_top_300"
"777";10;"learned";"first";"within_pair-across_pair";0,0366219439135194;"evc_avg_all_top_300"
"778";10;"learned";"last";"within_pair-across_pair";0,0219460092644729;"evc_avg_all_top_300"
"779";10;"pre-learned";"first";"within_pair-across_pair";0,0430364651173958;"evc_avg_all_top_300"
"780";10;"pre-learned";"last";"within_pair-across_pair";-0,00382694984397819;"evc_avg_all_top_300"
"781";11;"learned";"first";"within_pair-across_pair";0,00937967809664041;"evc_avg_all_top_300"
"782";11;"learned";"last";"within_pair-across_pair";-0,00830603984365313;"evc_avg_all_top_300"
"783";11;"pre-learned";"first";"within_pair-across_pair";-0,0123391994155625;"evc_avg_all_top_300"
"784";11;"pre-learned";"last";"within_pair-across_pair";-0,00989420848423142;"evc_avg_all_top_300"
"785";12;"learned";"first";"within_pair-across_pair";0,00122695943297793;"evc_avg_all_top_300"
"786";12;"learned";"last";"within_pair-across_pair";-0,0122041545604385;"evc_avg_all_top_300"
"787";12;"pre-learned";"first";"within_pair-across_pair";0,0107147462664693;"evc_avg_all_top_300"
"788";12;"pre-learned";"last";"within_pair-across_pair";0,012373536188529;"evc_avg_all_top_300"
"789";13;"learned";"first";"within_pair-across_pair";0,00401448897525473;"evc_avg_all_top_300"
"790";13;"learned";"last";"within_pair-across_pair";-0,0115948359603172;"evc_avg_all_top_300"
"791";13;"pre-learned";"first";"within_pair-across_pair";-0,00930974382400898;"evc_avg_all_top_300"
"792";13;"pre-learned";"last";"within_pair-across_pair";-0,000350994594960062;"evc_avg_all_top_300"
"793";14;"learned";"first";"within_pair-across_pair";-0,00296115000890561;"evc_avg_all_top_300"
"794";14;"learned";"last";"within_pair-across_pair";-0,0196819442308348;"evc_avg_all_top_300"
"795";14;"pre-learned";"first";"within_pair-across_pair";-0,00373400112186123;"evc_avg_all_top_300"
"796";14;"pre-learned";"last";"within_pair-across_pair";-0,00216943135487387;"evc_avg_all_top_300"
"797";17;"learned";"first";"within_pair-across_pair";-0,00627855300537083;"evc_avg_all_top_300"
"798";17;"learned";"last";"within_pair-across_pair";-0,00343686099594655;"evc_avg_all_top_300"
"799";17;"pre-learned";"first";"within_pair-across_pair";-0,000496532562501013;"evc_avg_all_top_300"
"800";17;"pre-learned";"last";"within_pair-across_pair";-0,00540264870470439;"evc_avg_all_top_300"
"801";18;"learned";"first";"within_pair-across_pair";-0,0212735031149756;"evc_avg_all_top_300"
"802";18;"learned";"last";"within_pair-across_pair";0,00252752082239274;"evc_avg_all_top_300"
"803";18;"pre-learned";"first";"within_pair-across_pair";-0,0112778333767567;"evc_avg_all_top_300"
"804";18;"pre-learned";"last";"within_pair-across_pair";0,0136422012103028;"evc_avg_all_top_300"
"805";19;"learned";"first";"within_pair-across_pair";-0,00614611689842436;"evc_avg_all_top_300"
"806";19;"learned";"last";"within_pair-across_pair";0,00908013102606917;"evc_avg_all_top_300"
"807";19;"pre-learned";"first";"within_pair-across_pair";-0,0146182076214433;"evc_avg_all_top_300"
"808";19;"pre-learned";"last";"within_pair-across_pair";0,0112015317401728;"evc_avg_all_top_300"
"809";20;"learned";"first";"within_pair-across_pair";0,0165221937964763;"evc_avg_all_top_300"
"810";20;"learned";"last";"within_pair-across_pair";-0,0254630704403346;"evc_avg_all_top_300"
"811";20;"pre-learned";"first";"within_pair-across_pair";-0,0132114426993894;"evc_avg_all_top_300"
"812";20;"pre-learned";"last";"within_pair-across_pair";-0,00310880378017857;"evc_avg_all_top_300"
"813";21;"learned";"first";"within_pair-across_pair";-0,00628685142356413;"evc_avg_all_top_300"
"814";21;"learned";"last";"within_pair-across_pair";-0,0208772212690388;"evc_avg_all_top_300"
"815";21;"pre-learned";"first";"within_pair-across_pair";0,0559896614112735;"evc_avg_all_top_300"
"816";21;"pre-learned";"last";"within_pair-across_pair";0,0481690738046811;"evc_avg_all_top_300"
"817";22;"learned";"first";"within_pair-across_pair";-0,0153679208734586;"evc_avg_all_top_300"
"818";22;"learned";"last";"within_pair-across_pair";0,00453922754592609;"evc_avg_all_top_300"
"819";22;"pre-learned";"first";"within_pair-across_pair";0,0130021324191911;"evc_avg_all_top_300"
"820";22;"pre-learned";"last";"within_pair-across_pair";0,015353915091778;"evc_avg_all_top_300"
"821";23;"learned";"first";"within_pair-across_pair";0,00938563722522304;"evc_avg_all_top_300"
"822";23;"learned";"last";"within_pair-across_pair";0,00812449374170053;"evc_avg_all_top_300"
"823";23;"pre-learned";"first";"within_pair-across_pair";0,0177487541025001;"evc_avg_all_top_300"
"824";23;"pre-learned";"last";"within_pair-across_pair";-0,00288484030896649;"evc_avg_all_top_300"
"825";24;"learned";"first";"within_pair-across_pair";-0,0333050887303923;"evc_avg_all_top_300"
"826";24;"learned";"last";"within_pair-across_pair";0,0504757892287045;"evc_avg_all_top_300"
"827";24;"pre-learned";"first";"within_pair-across_pair";-0,0345352871736141;"evc_avg_all_top_300"
"828";24;"pre-learned";"last";"within_pair-across_pair";0,0146769106483983;"evc_avg_all_top_300"
"829";25;"learned";"first";"within_pair-across_pair";-0,00259921815580345;"evc_avg_all_top_300"
"830";25;"learned";"last";"within_pair-across_pair";-0,0108868863607161;"evc_avg_all_top_300"
"831";25;"pre-learned";"first";"within_pair-across_pair";-0,0114609502290719;"evc_avg_all_top_300"
"832";25;"pre-learned";"last";"within_pair-across_pair";-0,00572155724582016;"evc_avg_all_top_300"
"833";26;"learned";"first";"within_pair-across_pair";-0,00212903608563674;"evc_avg_all_top_300"
"834";26;"learned";"last";"within_pair-across_pair";0,0279701429247223;"evc_avg_all_top_300"
"835";26;"pre-learned";"first";"within_pair-across_pair";-0,002759243191255;"evc_avg_all_top_300"
"836";26;"pre-learned";"last";"within_pair-across_pair";-0,0308368405413985;"evc_avg_all_top_300"
"837";27;"learned";"first";"within_pair-across_pair";-0,0100292244312506;"evc_avg_all_top_300"
"838";27;"learned";"last";"within_pair-across_pair";0,015525965121016;"evc_avg_all_top_300"
"839";27;"pre-learned";"first";"within_pair-across_pair";0,00193558516349314;"evc_avg_all_top_300"
"840";27;"pre-learned";"last";"within_pair-across_pair";0,0135650110618193;"evc_avg_all_top_300"
"841";28;"learned";"first";"within_pair-across_pair";0,0192825080225382;"evc_avg_all_top_300"
"842";28;"learned";"last";"within_pair-across_pair";0,00980410896254538;"evc_avg_all_top_300"
"843";28;"pre-learned";"first";"within_pair-across_pair";-0,00692916325335588;"evc_avg_all_top_300"
"844";28;"pre-learned";"last";"within_pair-across_pair";0,00279121343920932;"evc_avg_all_top_300"
"845";29;"learned";"first";"within_pair-across_pair";-0,00942773564460058;"evc_avg_all_top_300"
"846";29;"learned";"last";"within_pair-across_pair";-0,0039836216950232;"evc_avg_all_top_300"
"847";29;"pre-learned";"first";"within_pair-across_pair";-0,00169365439218368;"evc_avg_all_top_300"
